id,dates,place,label_eng,image_id,performance_id,play_id
89,1979/07/07-1979/07/22,Asahiza,July 1979,[nan],"[322, 323, 324]",11
91,1979/10/13-1979/10/29,Asahiza,October 1979,[nan],"[333, 334, 335, 336]",135
92,1979/12/08-1979/12/19,National Theatre of Japan,December 1979,"[9777, 9778, 9779, 9780, 9781, 9782, 9783, 9784, 9785, 9786, 9787, 9788, 9789, 9790, 9791, 9792, 9793, 9794, 9795, 9796, 9797, 9798, 9799, 9800, 9801, 9802, 9803, 9804, 9805, 9806, 9807, 9808, 9809, 9810, 9811, 9812, 9813, 9814, 9815, 9816, 9817, 9818, 9819, 9820, 9821, 9822, 9823, 9824, 9825, 9826, 9827, 9828, 9829, 9830, 9831, 9832, 9833, 9834, 9835, 9836, 9837, 9838, 9839, 9840, 9841, 9842, 9843, 9844, 9845, 9846, 9847, 9848, 9849, 9850, 9851, 9852, 9853, 9854, 9855, 9856, 9857, 9858, 9859, 9860, 9861, 9862, 9863, 9864, 9865, 9866, 9867, 9868, 9869, 9870, 9871, 9872, 9873, 9874, 9875, 9876, ...]",[337],79
94,1979/12/10-1979/12/20,National Theatre of Japan,December 1979 Bunraku Kanshō Kyōshitsu,"[9767, 9768, 9769, 9770, 9771, 9772, 9773, 9774, 9775, 9776, 45072, 46161, 46162, 46163, 46862, 49693, 49694, 49695, 49696, 49697, 49698, 49699, 49700, 49701, 49702, 49703, 49704, 49705, 49706, 49707, 49708, 49709, 52282, 61254]",[487],73
95,1980/01/02-1980/01/23,Asahiza,January 1980,[nan],"[338, 339, 340, 341]",72
96,1980/02/09-1980/02/24,National Theatre of Japan,February 1980,"[9954, 9955, 9956, 9957, 9958, 9959, 9960, 9961, 9962, 9963, 9964, 9965, 9966, 9967, 9968, 9969, 9970, 9971, 9972, 9973, 9974, 9975, 9976, 9977, 9978, 9979, 9980, 9981, 9982, 9983, 9984, 9985, 9986, 9987, 9988, 9989, 9990, 9991, 9992, 9993, 9994, 9995, 9996, 9997, 9998, 9999, 10000, 10001, 10002, 10003, 10004, 10005, 10006, 10007, 10008, 10009, 10010, 10011, 10012, 10013, 10014, 10015, 10016, 10017, 10018, 10019, 10020, 10021, 10022, 10023, 10024, 10025, 10026, 10027, 10028, 10029, 10030, 10031, 10032, 10033, 10034, 10035, 10036, 10037, 10038, 10039, 10040, 10041, 10042, 10043, 10044, 10045, 10046, 10047, 10048, 10049, 10050, 10051, 10052, 10053, ...]","[342, 343, 344, 345]",40
97,1980/04/13-1980/04/29,Asahiza,April 1980,[nan],"[346, 347, 348, 349, 350, 351]",106
98,1980/05/10-1980/05/25,National Theatre of Japan,May 1980,"[9555, 9556, 9557, 9558, 9559, 9560, 9561, 9562, 9563, 9564, 9565, 9566, 9567, 9568, 9569, 9570, 9571, 9572, 9573, 9574, 9575, 9576, 9577, 9578, 9579, 9580, 9581, 9582, 9583, 9584, 9585, 9586, 9587, 9588, 9589, 9590, 9591, 9592, 9593, 9594, 9595, 9596, 9597, 9598, 9599, 9600, 9601, 9602, 9603, 9604, 9605, 9606, 9607, 9608, 9609, 9610, 9611, 9612, 9613, 9614, 9615, 9616, 9617, 9618, 9619, 9620, 9621, 9622, 9623, 9624, 9625, 9626, 9627, 9628, 9629, 9630, 9631, 9632, 9633, 9634, 9635, 9636, 9637, 9638, 9639, 9640, 9641, 9642, 9643, 9644, 9645, 9646, 9647, 9648, 9649, 9650, 9651, 9652, 9653, 9654, ...]","[352, 353, 354, 355, 356, 357, 694]",100
99,1980/07/05-1980/07/20,Asahiza,July 1980,[nan],"[360, 361, 362, 363, 364]",64
100,1980/07/29-1980/08/05,Others,July 1980 Tour,[nan],"[358, 359]",72
101,1980/09/06-1980/09/21,National Theatre of Japan,September 1980,"[10269, 10270, 10271, 10272, 10273, 10274, 10275, 10276, 10277, 10278, 10279, 10280, 10281, 10282, 10283, 10284, 10285, 10286, 10287, 10288, 10289, 10290, 10291, 10292, 10293, 10294, 10295, 10296, 10297, 10298, 10299, 10300, 10301, 10302, 10303, 10304, 10305, 10306, 10307, 10308, 10309, 10310, 10311, 10312, 10313, 10314, 10315, 10316, 10317, 10318, 10319, 10320, 10321, 10322, 10323, 10324, 10325, 10326, 10327, 10328, 10329, 10330, 10331, 10332, 10333, 10334, 10335, 10336, 10337, 10338, 10339, 10340, 10341, 10342, 10343, 10344, 10345, 10346, 10347, 10348, 10349, 10350, 10351, 10352, 10353, 10354, 10355, 10356, 10357, 10358, 10359, 10360, 10361, 10362, 10363, 10364, 10365, 10366, 10367, 10368, ...]","[365, 366, 367, 368]",56
102,1980/10/10-1980/10/26,Asahiza,October 1980,[nan],"[369, 370, 371, 372]",63
103,1980/12/09-1980/12/19,National Theatre of Japan,December 1980 Bunraku Kanshō Kyōshitsu,"[52344, 52347]",[375],80
104,1981/01/02-1981/01/23,Asahiza,January 1981,[nan],"[376, 377, 378, 379, 380]",100
105,1981/02/14-1981/03/01,National Theatre of Japan,February 1981,"[10509, 10510, 10511, 10512, 10513, 10514, 10515, 10516, 10517, 10518, 10519, 10520, 10521, 10522, 10523, 10524, 10525, 10526, 10527, 10528, 10529, 10530, 10531, 10532, 10533, 10534, 10535, 10536, 10537, 10538, 10539, 10540, 10541, 10542, 10543, 10544, 10545, 10546, 10547, 10548, 10549, 10550, 10551, 10552, 10553, 10554, 10555, 10556, 10557, 10558, 10559, 10560, 10561, 10562, 10563, 10564, 10565, 10566, 10567, 10568, 10569, 10570, 10571, 10572, 10573, 10574, 10575, 10576, 10577, 10578, 10579, 10580, 10581, 10582, 10583, 10584, 10585, 10586, 10587, 10588, 10589, 10590, 10591, 10592, 10593, 10594, 10595, 10596, 10597, 10598, 10599, 10600, 10601, 10602, 10603, 10604, 10605, 10606, 10607, 10608, ...]","[381, 382, 383]",7
106,1981/04/10-1981/04/26,Asahiza,April 1981,[nan],"[384, 385, 386, 387, 388]",19
107,1981/05/16-1981/05/31,National Theatre of Japan,May 1981,"[12845, 12846, 12847, 12848, 12849, 12850, 12851, 12852, 12853, 12854, 12855, 12856, 12857, 12858, 12859, 12860, 12861, 12862, 12863, 12864, 12865, 12866, 12867, 12868, 12869, 12870, 12871, 12872, 12873, 12874, 12875, 12876, 12877, 12878, 12879, 12880, 12881, 12882, 12883, 12884, 12885, 12886, 12887, 12888, 12889, 12890, 12891, 12892, 12893, 12894, 12895, 12896, 12897, 12898, 12899, 12900, 12901, 12902, 12903, 12904, 12905, 12906, 12907, 12908, 12909, 12910, 12911, 12912, 12913, 12914, 12915, 12916, 12917, 12918, 12919, 12920, 12921, 12922, 12923, 12924, 12925, 12926, 12927, 12928, 12929, 12930, 12931, 12932, 12933, 12934, 12935, 12936, 12937, 12938, 12939, 12940, 12941, 12942, 12943, 12944, ...]",[389],62
108,1981/07/10-1981/07/26,Asahiza,July 1981,[nan],"[394, 395, 396, 397]",26
109,1981/09/05-1981/09/20,National Theatre of Japan,September 1981,"[12105, 12106, 12107, 12108, 12109, 12110, 12111, 12112, 12113, 12114, 12115, 12116, 12117, 12118, 12119, 12120, 12121, 12122, 12123, 12124, 12125, 12126, 12127, 12128, 12129, 12130, 12131, 12132, 12133, 12134, 12135, 12136, 12137, 12138, 12139, 12140, 12141, 12142, 12143, 12144, 12145, 12146, 12147, 12148, 12149, 12150, 12151, 12152, 12153, 12154, 12155, 12156, 12157, 12158, 12159, 12160, 12161, 12162, 12163, 12164, 12165, 12166, 12167, 12168, 12169, 12170, 12171, 12172, 12173, 12174, 12175, 12176, 12177, 12178, 12179, 12180, 12181, 12182, 12183, 12184, 12185, 12186, 12187, 12188, 12189, 12190, 12191, 12192, 12193, 12194, 12195, 12196, 12197, 12198, 12199, 12200, 12201, 12202, 12203, 12204, ...]","[398, 399, 400, 401]",93
110,1981/10/11-1981/10/25,Asahiza,November 1981,[nan],"[402, 403, 404, 405, 406]",36
111,1981/12/08-1981/12/20,National Theatre of Japan,December 1981,"[52380, 52381, 52382, 52383]",[407],63
112,1982/01/02-1982/01/24,Asahiza,January 1982,[nan],"[408, 409, 410, 411, 412, 413]",46
113,1982/02/13-1982/02/28,National Theatre of Japan,February 1982,"[10777, 10778, 10779, 10780, 10781, 10782, 10783, 10784, 10785, 10786, 10787, 10788, 10789, 10790, 10791, 10792, 10793, 10794, 10795, 10796, 10797, 10798, 10799, 10800, 10801, 10802, 10803, 10804, 10805, 10806, 10807, 10808, 10809, 10810, 10811, 10812, 10813, 10814, 10815, 10816, 10817, 10818, 10819, 10820, 10821, 10822, 10823, 10824, 10825, 10826, 10827, 10828, 10829, 10830, 10831, 10832, 10833, 10834, 10835, 10836, 10837, 10838, 10839, 10840, 10841, 10842, 10843, 10844, 10845, 10846, 10847, 10848, 10849, 10850, 10851, 10852, 10853, 10854, 10855, 10856, 10857, 10858, 10859, 10863, 10864, 10865, 10866, 10867, 10868, 10869, 10870, 10871, 10872, 10873, 10874, 10875, 10876, 10877, 10878, 10879, ...]","[414, 415, 416, 695]",1
114,1982/03/10-1982/03/28,Others,March 1982,[nan],"[417, 418, 419, 420, 421]",16
115,1982/04/10-1982/04/26,Asahiza,April 1982,[nan],[422],79
116,1982/05/15-1982/05/30,National Theatre of Japan,May 1982,"[52332, 52333, 52334, 52335]","[423, 424]",30
117,1982/07/09-1982/07/25,Asahiza,July 1982,[nan],"[425, 426, 427]",78
118,1982/09/04-1982/09/19,National Theatre of Japan,September 1982,"[12285, 12286, 12287, 12288, 12289, 12290, 12291, 12292, 12293, 12294, 12295, 12296, 12297, 12298, 12299, 12300, 12301, 12302, 12303, 12304, 12305, 12306, 12307, 12308, 12309, 12310, 12311, 12312, 12313, 12314, 12315, 12316, 12317, 12318, 12319, 12320, 12321, 12322, 12323, 12324, 12325, 12326, 12327, 12328, 12329, 12330, 12331, 12332, 12333, 12334, 12335, 12336, 12337, 12338, 12339, 12340, 12341, 12342, 12343, 12344, 12345, 12346, 12347, 12348, 12349, 12350, 12351, 12352, 12353, 12354, 12355, 12356, 12357, 12358, 12359, 12360, 12361, 12362, 12363, 12364, 12365, 12366, 12367, 12368, 12369, 12370, 12371, 12372, 12373, 12374, 12375, 12376, 12377, 12378, 12379, 12380, 12381, 12382, 12383, 12384, ...]","[428, 429]",58
119,1982/10/10-1982/10/25,Asahiza,October 1982,[nan],[430],110
120,1982/12/07-1982/12/19,National Theatre of Japan,December 1982,[nan],[431],110
121,1983/01/02-1983/01/23,Asahiza,January 1983,[nan],[432],73
122,1983/02/12-1983/02/27,National Theatre of Japan,February 1983,"[11031, 11032, 11033, 11034, 11035, 11036, 11037, 11038, 11039, 11040, 11041, 11042, 11043, 11044, 11045, 11046, 11047, 11048, 11049, 11050, 11051, 11052, 11053, 11054, 11055, 11056, 11057, 11058, 11059, 11060, 11061, 11062, 11063, 11064, 11065, 11066, 11067, 11068, 11069, 11070, 11071, 11072, 11073, 11074, 11075, 11076, 11077, 11078, 11079, 11080, 11081, 11082, 11083, 11084, 11085, 11086, 11087, 11088, 11089, 11090, 11091, 11092, 11093, 11094, 11095, 11096, 11097, 11098, 11099, 11100, 11101, 11102, 45106, 45107, 45108, 45109, 46399, 46401, 46403, 46405, 46407, 46409, 46411, 46413, 46415, 46417, 46419, 46421, 46423, 46425, 46427, 46429, 46430, 46432, 46434, 46436, 46438, 46440, 46442, 46443, ...]","[433, 434, 435]",28
123,1983/04/09-1983/04/25,Asahiza,April 1983,[nan],"[436, 437, 438, 439, 440]",68
124,1983/05/07-1983/05/22,National Theatre of Japan,May 1983,[nan],"[441, 442]",90
125,1983/07/15-1983/07/31,Asahiza,July 1983,[nan],"[444, 445, 446, 447, 701]",61
126,1983/09/03-1983/09/18,National Theatre of Japan,September 1983,[nan],"[448, 449, 450, 451, 452]",48
127,1983/10/14-1983/10/30,Asahiza,October 1983,[nan],"[453, 454, 455, 456, 457]",48
128,1983/12/09-1983/12/17,National Theatre of Japan,December 1983 Bunraku Kanshō Kyōshitsu,"[12569, 12570, 12571, 12572, 12573, 12574, 12575, 12576, 12577, 12578, 12579, 12580, 12581, 12582, 12583, 12584, 12585, 12586, 12587, 12588, 12589, 12590, 12591, 12592, 12593, 12594, 12595, 12596, 12597, 12598, 12599, 12600, 12601, 12602, 12603, 12604, 12605, 12606, 12607, 12608, 12609, 12610, 12611, 12612, 12613, 12614, 12615, 12616, 12617, 12618, 12619, 12620, 12621, 12622, 12623, 12624, 12625, 12626, 12627, 12628, 12629, 12630, 12631, 12632, 12633, 12634, 12635, 12636, 12637, 12638, 12639, 12640, 12641, 12642, 12643, 12644, 12645, 12646, 12647, 12648, 12649, 12650, 12651, 12652, 12653, 12654, 12655, 12656, 12657, 12658, 12659, 12660, 12661, 12662, 12663, 12664, 12665, 12666, 12667, 12668, ...]",[696],7
129,1983/12/09-1983/12/18,National Theatre of Japan,December 1983,"[12700, 12701, 12702, 12703, 12704, 12705, 12706, 12707, 12708, 12709, 12710, 12711, 12712, 12713, 12714, 12715, 12716, 12717, 12718, 12719, 12720, 12721, 12722, 12723, 12724, 12725, 12726, 12727, 12728, 12729, 12730, 12731, 12732, 12733, 12734, 12735, 12736, 12737, 12738, 12739, 12740, 12741, 12742, 12743, 12744, 12745, 12746, 12747, 12748, 12749, 12750, 12751, 12752, 12753, 12754, 12755, 12756, 12757, 12758, 12759, 12760, 12761, 12762, 12763, 12764, 12765, 12766, 12767, 12768, 12769, 12770, 12771, 12772, 12773, 12774, 12775, 12776, 12777, 12778, 12779, 12780, 12781, 12782, 12783, 12784, 12785, 12786, 12787, 12788, 12789, 12790, 12806, 12808, 12809, 12810, 12811, 12812, 12813, 12814, 12815, ...]",[458],27
130,1984/01/02-1984/01/22,Asahiza,January 1984,[nan],[460],72
131,1984/02/18-1984/03/04,National Theatre of Japan,February 1984,"[11283, 11284, 11285, 11286, 11287, 11288, 11289, 11290, 11291, 11292, 11293, 11294, 11295, 11296, 11297, 11298, 11299, 11300, 11301, 11302, 11303, 11304, 11305, 11306, 11307, 11308, 11309, 11310, 11311, 11312, 11313, 11314, 11315, 11316, 11317, 11318, 11319, 11320, 11321, 11322, 11323, 11324, 11325, 11326, 11327, 11328, 11329, 11330, 11331, 11332, 11333, 11334, 11335, 11336, 11337, 11338, 11339, 11340, 11341, 11342, 11343, 11344, 11345, 11346, 11347, 11348, 11349, 11350, 11351, 11352, 11353, 11354, 11356, 11357, 11358, 11359, 11360, 11361, 11362, 11363, 11364, 11365, 11366, 11367, 11368, 11369, 11370, 11371, 11372, 11373, 11374, 11375, 11376, 11377, 11378, 11379, 11380, 11381, 11382, 11383, ...]","[554, 555, 556]",2
132,1984/04/06-1984/04/22,National Bunraku Theatre,April 1984,[nan],"[461, 462]",100
133,1984/05/12-1984/05/27,National Theatre of Japan,May 1984,"[11850, 11851, 11852, 11853, 11854, 11855, 11856, 11857, 11858, 11859, 11860, 11861, 11862, 11863, 11864, 11865, 11866, 13085, 13086, 13087, 13088, 13089, 13090, 13091, 13092, 13093, 13094, 13095, 13096, 13097, 13098, 13099, 13100, 13101, 13102, 13103, 13104, 13105, 13106, 13107, 13108, 13109, 13110, 13111, 13112, 13113, 13114, 13115, 13116, 13117, 13118, 13119, 13120, 13121, 13122, 13123, 13124, 13125, 13126, 13127, 13128, 13129, 13130, 13131, 13132, 13133, 13134, 13135, 13136, 13137, 13138, 13139, 13140, 13141, 13142, 13143, 13144, 13145, 13146, 13147, 13148, 13149, 13150, 13151, 13152, 13153, 13154, 13155, 13156, 13157, 13158, 13159, 13160, 13161, 13162, 13163, 13164, 13165, 13166, 13167, ...]","[463, 464]",100
134,1984/06/06-1984/06/17,National Bunraku Theatre,June 1984,[nan],[465],57
135,1984/07/13-1984/07/29,National Bunraku Theatre,July 1984,"[45112, 45115, 45116, 46477, 46479, 46481, 46483, 46485, 46487, 46513, 46515, 46517, 46523, 46525, 46529, 46531, 46533, 46535, 46667, 46669, 46898, 46901, 46902, 46913, 46914, 50891, 50892, 50893, 50897, 50898, 50899, 50900, 50901, 50902, 50903, 50904, 50905, 50906, 50907, 50908, 50909, 50910, 50966, 50967, 50968, 50969, 50970, 50971, 50972, 50973, 50974, 50975, 50976, 50977, 50978, 50979, 50980, 50981, 50982, 50993, 50994, 50995, 50996, 50997, 50998, 50999, 51000, 51001, 51002, 51003, 51004, 51005, 51006, 51007, 51008, 51009, 51010, 51011, 51012, 51013, 51014, 51015, 51016, 51017, 51018, 51019, 51020, 51021, 51022, 51023, 51024, 51025, 51344, 51345, 51346, 51347, 51348, 51349, 51350, 51351, ...]","[466, 467, 468]",40
136,1984/08/18-1984/09/02,National Theatre of Japan,August 1984,"[12389, 12390, 12391, 12392, 12393, 12394, 12395, 12396, 12397, 12398, 12399, 12400, 12401, 12402, 12403, 12404, 12405, 12406, 12407, 12408, 12409, 12410, 12411, 12412, 12413, 12414, 12415, 12416, 12417, 12418, 12419, 12420, 12421, 12422, 12423, 12424, 12425, 12426, 12427, 12428, 12429, 12430, 12431, 12432, 12433, 12434, 12435, 12436, 12437, 12438, 12439, 12440, 12441, 12442, 12443, 12444, 12445, 12446, 12447, 12448, 12449, 12450, 12451, 12452, 12453, 12454, 12455, 12456, 12457, 12458, 12459, 12460, 12461, 12462, 12463, 12464, 12465, 12466, 12467, 12468, 12469, 12470, 12471, 12472, 12473, 12474, 12475, 12476, 12477, 12478, 12479, 12480, 12481, 12482, 12483, 12484, 12485, 12486, 12487, 12488, ...]","[226, 227, 228, 229]",15
137,1984/09/21-1984/10/07,National Bunraku Theatre,September 1984,[nan],"[473, 474, 475, 476]",15
138,1984/10/17-1984/10/25,Others,October 1984,[nan],"[477, 478, 479, 480]",116
139,1984/11/09-1984/11/25,National Bunraku Theatre,November 1984,[nan],"[481, 482, 483]",29
140,1984/12/11-1984/12/23,National Theatre of Japan,December 1984,"[11388, 11389, 11390, 11391, 11392, 11393, 11394, 11395, 11396, 11397, 11398, 11399, 11400, 11401, 11402, 11403, 11404, 11405, 11406, 11407, 11408, 11409, 11410, 11411, 11412, 11413, 11414, 11415, 11416, 11417, 11418, 11419, 11420, 11421, 11422, 11423, 11424, 11425, 11426, 11427, 11428, 11429, 11430, 11431, 11432, 11433, 11434, 11435, 11436, 11437, 11438, 11439, 11440, 45117, 45118, 45119, 46543, 46545, 46547, 46549, 46551, 46553, 46555, 46557, 46559, 46561, 46575, 46903, 46904, 46905, 51035, 51036, 51037, 51038, 51039, 51040, 51041, 51042, 51043, 51044, 51045, 51046, 51047, 51048, 51049, 51050, 51051, 51052, 51053, 51054, 51055, 51056, 51057, 51058, 51059, 51060, 51061, 51062, 51063, 51064, ...]","[484, 485]",80
142,1985/01/03-1985/01/24,National Theatre of Japan,January 1985,[nan],"[1, 489]",63
143,1985/02/16-1985/03/03,National Theatre of Japan,February 1985,"[11457, 11458, 11459, 11460, 11461, 11462, 11463, 11464, 11465, 11466, 11467, 11468, 11469, 11470, 11471, 11472, 11473, 11474, 11475, 11476, 11477, 11478, 11479, 11480, 11481, 11482, 11483, 11484, 11485, 11486, 11487, 11488, 11489, 11490, 11491, 11492, 11493, 11494, 11495, 11496, 11497, 11498, 11499, 11500, 11501, 11502, 11503, 11504, 11505, 11506, 11507, 11508, 11509, 11510, 11511, 11512, 11513, 11514, 11515, 11516, 11517, 11518, 11519, 11520, 11521, 11522, 11523, 11524, 11525, 11526, 11527, 11528, 11529, 11530, 11531, 11532, 11533, 11534, 11535, 11536, 11537, 11538, 11539, 11540, 11541, 11542, 11543, 11544, 11545, 11546, 11547, 11548, 11549, 11550, 11551, 11552, 11553, 11554, 11555, 11556, ...]","[490, 491, 492]",7
144,1985/04/07-1985/04/22,National Bunraku Theatre,April 1985,[nan],"[493, 494, 495, 496, 497, 498, 708]",42
145,1985/05/11-1985/05/26,National Theatre of Japan,May 1985,[nan],"[499, 500, 501, 502, 503, 504, 505, 709]",42
146,1985/06/05-1985/06/16,National Bunraku Theatre,June 1985,[61304],"[506, 507, 508, 509]",119
147,1985/07/06-1985/07/22,National Bunraku Theatre,July 1985,[nan],"[510, 511, 512]",71
148,1985/08/17-1985/09/01,National Theatre of Japan,August 1985,[nan],"[513, 514, 515, 516, 517]",58
149,1985/09/13-1985/09/29,National Bunraku Theatre,September 1985,[nan],"[518, 519, 520]",139
151,1985/11/15-1985/11/30,National Bunraku Theatre,November 1985,[nan],"[521, 522, 523, 524, 525]",16
152,1985/12/10-1985/12/20,National Theatre of Japan,December 1985 Bunraku Kanshō Kyōshitsu,[52313],[528],60
153,1986/01/03-1986/01/26,National Bunraku Theatre,January 1986,[nan],"[529, 530, 531, 532, 533, 534]",53
154,1986/02/15-1986/03/02,National Theatre of Japan,February 1986,[nan],"[535, 536, 537, 538]",24
155,1986/04/05-1986/04/20,National Bunraku Theatre,April 1986,[nan],[539],79
156,1986/05/10-1986/05/25,National Theatre of Japan,May 1986,[nan],[540],29
157,1986/07/05-1986/07/20,National Bunraku Theatre,July 1986,[nan],"[541, 542, 543, 544, 545, 546]",93
158,1986/08/01-1986/08/17,National Bunraku Theatre,"August 1986 National Bunraku Theatre, Osaka",[nan],"[547, 548, 549, 550, 551, 552]",9
159,1986/08/30-1986/09/15,National Theatre of Japan,"August 1986 National Theatre, Tokyo",[nan],[553],79
160,1986/10/03-1986/10/19,National Bunraku Theatre,October 1986,"[61620, 61621, 61622, 61623, 61624]","[557, 558, 559]",24
161,1987/01/03-1987/01/25,National Bunraku Theatre,January 1987,[nan],"[565, 566, 567, 568, 569, 570]",100
162,1987/02/07-1987/02/22,National Theatre of Japan,February 1987,"[52297, 52298, 52299, 52300, 52301, 52302]","[571, 572, 573]",76
163,1987/03/06-1987/03/22,Others,March 1987,[nan],"[574, 575, 576]",60
164,1987/04/03-1987/04/19,National Bunraku Theatre,April 1987,[nan],"[577, 710]",16
165,1987/06/03-1987/06/20,National Bunraku Theatre,June 1987 National Bunraku Theatre,[nan],[578],3
166,1987/07/03-1987/07/19,National Bunraku Theatre,July 1987,[nan],"[579, 580, 581, 582]",114
167,1987/08/03-1987/08/16,National Bunraku Theatre,August 1987,[nan],"[583, 584, 585, 586, 587]",70
168,1987/09/12-1987/09/27,National Theatre of Japan,September 1987,"[11779, 11780, 11781, 11782, 11783, 11784, 11785, 11786, 11787, 11788, 11789, 11790, 11791, 11792, 11793, 11794, 11795, 11796, 11797, 11798, 11799, 11800, 11801, 11802, 11803, 11804, 11805, 11806, 11807, 11808, 11809, 11810, 11811, 11812, 11813, 11814, 11815, 11816, 11817, 11818, 11819, 11820, 11821, 11822, 11823, 11824, 11825, 11826, 11827, 11828, 11829, 11830, 11831, 11832, 11833, 11834, 11835, 11836, 11837, 11838, 11839, 11840, 11841, 11842, 11843, 11844, 11845, 11846, 11847, 11848, 11849]","[588, 589, 590, 591, 592]",114
169,1987/11/03-1987/11/23,National Bunraku Theatre,November 1987,[nan],"[593, 594, 595]",90
170,1987/12/08-1987/12/18,National Theatre of Japan,December 1987 Bunraku Kanshō Kyōshitsu,[nan],[596],80
171,1987/12/08-1987/12/20,National Theatre of Japan,December 1987,[nan],"[597, 598]",36
172,1988/01/03-1988/01/24,National Bunraku Theatre,January 1988,[nan],"[599, 600, 601, 602, 603]",53
173,1988/02/06-1988/02/21,National Theatre of Japan,February 1988,[nan],"[604, 605, 606]",7
174,1988/03/03-1988/03/16,National Bunraku Theatre,March 1988,[nan],"[607, 608, 609, 610, 611, 612]",66
175,1988/04/03-1988/04/21,National Bunraku Theatre,April 1988,[nan],"[613, 614, 615, 616, 617]",142
176,1988/05/06-1988/05/22,National Theatre of Japan,May 1988,[nan],"[618, 619, 620, 621, 936]",66
177,1988/07/03-1988/07/20,National Bunraku Theatre,July 1988,[nan],"[622, 623, 624, 625]",22
178,1988/08/03-1988/08/16,National Bunraku Theatre,August 1988,[nan],"[626, 627, 628]",51
179,1988/11/03-1988/11/20,National Bunraku Theatre,November 1988,[nan],[629],26
180,1988/12/06-1988/12/18,National Theatre of Japan,December 1988,"[52363, 52364, 52365, 52367, 52368]",[630],63
181,1989/01/03-1989/01/25,National Bunraku Theatre,January 1989,[nan],"[631, 632, 633, 634, 635, 636, 637]",100
182,1989/02/10-1989/02/19,National Theatre of Japan,February 1989,[nan],"[638, 639, 640]",28
183,1989/03/03-1989/03/16,National Bunraku Theatre,March 1989,[nan],"[641, 642]",62
184,1989/04/03-1989/04/19,National Bunraku Theatre,April 1989,[nan],"[643, 937]",73
185,1989/08/03-1989/08/16,National Bunraku Theatre,August 1989,[nan],"[644, 645, 646]",161
186,1989/09/09-1989/09/24,National Theatre of Japan,September 1989,[nan],"[647, 648, 649]",18
187,1989/11/03-1989/11/20,National Bunraku Theatre,November 1989,[nan],"[650, 651, 652]",18
188,1989/12/07-1989/12/19,National Theatre of Japan,December 1989 ,[nan],"[653, 654]",62
189,1989/12/07-1989/12/19,National Theatre of Japan,December 1989 Bunraku Kanshō Kyōshitsu,[nan],[655],24
190,1990/01/03-1990/01/24,National Bunraku Theatre,January 1990,[nan],"[656, 657, 658, 659, 660, 661]",53
191,1990/07/08-1990/07/23,National Bunraku Theatre,July 1990,[nan],"[662, 663, 664, 736]",93
192,1991/01/03-1991/01/24,National Bunraku Theatre,October 1991,[nan],"[665, 666, 667, 668, 669]",100
193,1991/02/09-1991/02/24,National Theatre of Japan,February 1991,[nan],"[670, 671, 672]",94
194,1991/04/06-1991/04/25,National Bunraku Theatre,April 1991,[nan],"[673, 674, 675, 676]",95
195,1991/05/10-1991/05/28,National Theatre of Japan,May 1991,[nan],"[684, 685, 686, 687]",121
196,1992/01/03-1992/01/26,National Bunraku Theatre,January 1992,[nan],"[677, 678, 679, 680, 681, 682]",65
197,1979/09/08-1979/09/23,National Theatre of Japan,September 1979,"[9198, 9199, 9200, 9201, 9202, 9203, 9204, 9205, 9206, 9207, 9208, 9209, 9210, 9211, 9212, 9213, 9214, 9215, 9216, 9217, 9218, 9219, 9220, 9221, 9222, 9223, 9224, 9225, 9226, 9227, 9228, 9229, 9230, 9231, 9232, 9233, 9234, 9235, 9236, 9237, 9238, 9239, 9240, 9241, 9242, 9243, 9244, 9245, 9246, 9247, 9248, 9249, 9250, 9251, 9252, 9253, 9254, 9255, 9256, 9257, 9258, 9259, 9260, 9261, 9262, 9263, 9264, 9265, 9266, 9267, 9268, 9269, 9270, 9271, 9272, 9273, 9274, 9275, 9276, 9277, 9278, 9279, 9280, 9281, 9282, 9283, 9284, 9285, 9286, 9287, 9288, 9289, 9290, 9291, 9292, 9293, 9294, 9295, 9296, 9297, ...]","[325, 326, 327, 692]",60
198,1975/09/13-1975/09/27,National Theatre,September 1975,"[45004, 45009, 45019, 45447, 45449, 45451, 45455, 45457, 45561, 45563, 45564, 45565, 45566, 45567, 45571, 45583, 46738, 46746, 46747, 46762, 47704, 47705, 47706, 47707, 47708, 47709, 47710, 47711, 47712, 47713, 47714, 47715, 47716, 47717, 47718, 47823, 47824, 47825, 47826, 47827, 47828, 47829, 47830, 47831, 47832, 47833, 47834, 47835, 47836, 47837, 47838, 47839, 47840, 47841, 47842, 47843, 47844, 47845, 47846, 47847, 47848, 47849, 47850, 47851, 47852, 47925, 47927, 48123, 48124, 48125, 48126, 48127, 52567, 52568, 52569, 52570, 52571, 52572, 52573, 52574, 52575, 52576, 52577, 52578, 52579, 52580, 52581, 52582, 52583, 52584, 52585, 52586, 52587, 52588, 52589, 52590, 52591, 52592, 52593, 52594, ...]",[199],78
