character_id,image_id
1289,8932
1292,8933
1289,8933
1292,8934
1289,8934
1292,8935
1289,8935
1289,8936
1292,8937
1289,8937
1292,8938
1289,8938
1292,8939
1289,8939
1292,8940
1289,8940
1292,8941
1289,8941
1292,8942
1289,8942
1292,8943
1289,8943
1292,8944
1289,8944
1292,8945
1289,8945
1292,8946
1289,8946
1292,8947
1289,8947
1292,8948
1289,8948
1292,8949
1289,8949
1292,8950
1289,8950
1292,8951
1289,8951
1292,8952
1289,8952
1292,8953
1289,8953
1292,8954
1292,8955
1289,8955
1292,8956
1289,8956
1292,8957
1292,8958
1292,8959
1289,8959
1292,8960
1289,8960
1292,8961
1292,8962
1292,8963
1292,8964
1292,8965
534,8966
530,8966
534,8967
530,8967
530,8968
534,8969
530,8969
534,8970
530,8970
536,8971
528,8972
525,8973
525,8974
525,8975
525,8976
535,8976
525,8977
525,8978
525,8979
525,8980
530,8980
525,8981
530,8981
525,8982
530,8982
525,8983
530,8983
525,8984
534,8984
530,8984
525,8985
534,8985
530,8985
534,8986
530,8986
534,8987
530,8987
534,8988
530,8988
534,8989
530,8989
525,8990
530,8990
525,8991
530,8991
525,8992
530,8992
525,8993
525,8994
525,8995
525,8996
534,8996
525,8997
534,8997
525,8998
534,8998
525,8999
525,9000
530,9000
525,9001
530,9001
525,9002
525,9003
525,9004
525,9005
534,9006
530,9006
530,9007
530,9008
534,9009
530,9009
534,9010
530,9010
530,9011
530,9012
534,9013
530,9013
534,9014
530,9014
525,9015
534,9015
530,9015
525,9016
534,9016
530,9016
525,9017
525,9018
537,9018
525,9019
525,9020
537,9020
525,9021
534,9021
530,9021
525,9022
537,9022
534,9022
525,9023
530,9023
534,9023
525,9024
530,9024
534,9024
525,9025
530,9025
534,9025
525,9026
530,9026
525,9027
534,9027
525,9028
534,9028
525,9029
534,9029
525,9030
530,9030
534,9030
525,9031
530,9031
534,9031
525,9032
537,9032
525,9033
530,9033
534,9033
534,9034
534,9035
534,9036
530,9036
525,9037
534,9037
525,9038
534,9038
536,9039
528,9040
528,9041
525,9042
537,9042
528,9043
530,9043
525,9044
525,9045
534,9045
525,9046
525,9047
525,9048
525,9049
534,9049
530,9049
537,9050
1233,9051
1231,9052
525,9053
1381,9057
1381,9058
1381,9059
1381,9060
1381,9061
1381,9062
1367,9063
1367,9064
1381,9065
1367,9065
1367,9066
1367,9067
1367,9068
1367,9069
1367,9070
1367,9071
1367,9072
1381,9073
1381,9074
1381,9075
1381,9076
1381,9077
1381,9078
1381,9079
1367,9079
1381,9080
1367,9080
1381,9081
1381,9082
1367,9082
1381,9083
1367,9083
1367,9084
1367,9085
1361,9085
1367,9086
1361,9086
1367,9087
1361,9087
1367,9088
1361,9088
1367,9089
1382,9089
1382,9090
1382,9091
1367,9092
1361,9092
1367,9093
1361,9093
1382,9094
1367,9094
1361,9094
1382,9095
1367,9096
1382,9097
1367,9097
1361,9097
1369,9097
1368,9098
1382,9098
1367,9098
1361,9098
1368,9099
1382,9099
1367,9099
1361,9099
1369,9099
1367,9100
1368,9101
1382,9101
1369,9101
1361,9101
1368,9102
1382,9102
1369,9102
1367,9102
1361,9102
1368,9103
1382,9103
1369,9103
1367,9103
1361,9103
1367,9104
1361,9104
1367,9108
1367,9112
1367,9115
1367,9117
1367,9118
1367,9119
1381,9121
1381,9122
1381,9123
1381,9124
1367,9125
1367,9126
1381,9127
1381,9128
1367,9129
1381,9130
1367,9130
1381,9131
1367,9131
1381,9132
1367,9132
1381,9133
1381,9134
1381,9135
1367,9135
1381,9136
1367,9136
1381,9137
1367,9137
1367,9138
1367,9139
1367,9140
1381,9141
1367,9141
1381,9142
1367,9143
1381,9144
1381,9145
1381,9146
1381,9147
1381,9148
1381,9149
1367,9149
1381,9150
1381,9152
1381,9153
1381,9154
1381,9155
1381,9156
1381,9157
1381,9158
1367,9158
1361,9158
1381,9159
1367,9159
1381,9160
1367,9160
1381,9161
1381,9162
1381,9163
1381,9164
1381,9165
1381,9166
1381,9167
1381,9168
1381,9169
1381,9170
1381,9171
1367,9171
1381,9172
1367,9172
1361,9172
1381,9173
1367,9173
1361,9173
1381,9174
1361,9174
1381,9175
1381,9176
1381,9177
1381,9178
1381,9179
1381,9180
1381,9181
1381,9182
1381,9183
1381,9184
1381,9185
1381,9186
1381,9187
1367,9187
1381,9188
1367,9188
1381,9189
1381,9190
1361,9191
1381,9191
1367,9191
1381,9192
1367,9192
1381,9193
343,9198
334,9199
334,9200
334,9201
334,9202
335,9203
335,9204
334,9205
338,9206
335,9207
335,9208
340,9208
335,9209
340,9209
342,9210
342,9211
342,9212
335,9213
335,9214
340,9214
340,9215
335,9216
335,9217
335,9218
335,9219
334,9220
338,9221
338,9222
338,9225
338,9226
339,9228
339,9229
339,9230
334,9231
338,9233
334,9234
334,9235
334,9236
334,9237
334,9238
334,9239
334,9240
334,9241
334,9242
334,9243
348,9244
348,9245
350,9246
350,9247
341,9248
341,9249
338,9249
335,9250
340,9250
344,9251
334,9251
344,9252
334,9252
338,9252
338,9253
334,9253
334,9254
338,9254
338,9255
334,9255
338,9256
334,9256
334,9257
338,9258
334,9258
338,9259
334,9259
334,9260
338,9260
334,9261
338,9261
350,9262
350,9263
350,9264
341,9265
341,9266
349,9266
341,9267
341,9268
338,9268
338,9269
341,9269
338,9270
341,9270
341,9271
334,9271
345,9271
334,9272
341,9272
345,9272
334,9273
341,9273
345,9273
341,9274
349,9274
341,9275
349,9275
338,9276
341,9276
338,9277
340,9277
334,9278
340,9279
349,9279
334,9280
334,9281
334,9282
341,9283
341,9284
338,9285
338,9286
338,9287
341,9288
338,9288
341,9289
338,9289
334,9290
345,9290
334,9291
339,9291
334,9292
339,9292
334,9293
339,9293
334,9294
334,9295
334,9296
334,9297
338,9298
334,9299
338,9300
338,9301
338,9302
338,9303
338,9304
338,9305
334,9306
340,9307
338,9307
334,9308
334,9309
350,9310
350,9311
350,9312
350,9313
334,9314
334,9315
334,9316
334,9317
334,9318
334,9319
334,9320
350,9321
348,9322
334,9323
350,9324
350,9325
350,9326
350,9327
350,9328
350,9329
350,9330
350,9331
350,9332
350,9333
350,9334
334,9335
334,9336
334,9337
350,9338
350,9339
350,9340
350,9341
350,9342
350,9343
350,9344
350,9345
350,9346
350,9347
350,9348
790,9349
792,9350
792,9351
791,9352
790,9353
793,9354
793,9355
793,9356
792,9357
793,9357
792,9358
793,9358
793,9359
790,9359
793,9360
793,9361
793,9362
793,9363
793,9364
795,9365
795,9366
796,9367
794,9367
2314,9367
2314,9368
2314,9369
796,9370
796,9371
2314,9371
796,9372
796,9373
796,9374
796,9375
796,9376
2314,9376
796,9377
2314,9377
796,9378
795,9379
796,9380
797,9381
797,9382
797,9383
793,9384
796,9384
793,9385
796,9385
797,9386
797,9387
797,9388
795,9389
797,9389
797,9390
793,9390
796,9391
793,9391
796,9392
796,9393
796,9394
796,9395
796,9396
796,9397
793,9397
797,9397
795,9397
796,9398
793,9398
797,9398
795,9398
796,9399
793,9399
797,9399
796,9399
796,9400
796,9401
793,9401
797,9402
793,9402
797,9403
793,9403
796,9404
793,9404
797,9405
793,9405
793,9406
797,9406
795,9407
793,9407
795,9408
793,9408
793,9409
795,9409
793,9410
795,9410
793,9411
795,9411
792,9411
793,9412
792,9412
797,9413
795,9413
764,9414
764,9415
763,9415
764,9416
763,9416
764,9417
763,9417
764,9418
763,9418
764,9419
763,9419
764,9420
763,9420
764,9421
763,9421
764,9422
763,9422
763,9423
757,9423
763,9424
757,9424
757,9425
757,9426
763,9427
757,9427
763,9428
757,9428
764,9429
765,9429
764,9430
765,9430
764,9431
765,9431
764,9432
764,9433
764,9434
760,9435
760,9436
764,9437
764,9438
764,9439
760,9439
765,9439
766,9439
763,9439
764,9440
760,9440
765,9440
766,9440
763,9440
764,9441
764,9442
757,9442
764,9443
757,9443
764,9444
757,9444
765,9444
757,9445
757,9446
757,9447
757,9448
757,9449
757,9450
760,9450
757,9451
760,9451
757,9452
760,9452
764,9453
757,9453
764,9454
757,9454
757,9455
763,9456
765,9456
764,9457
760,9457
765,9457
757,9457
764,9458
760,9458
765,9458
757,9458
764,9459
757,9459
760,9460
763,9460
760,9461
763,9461
763,9462
763,9463
763,9464
760,9465
763,9465
760,9466
763,9466
760,9467
763,9467
760,9468
763,9468
763,9469
760,9469
760,9470
758,9471
758,9472
758,9473
758,9474
760,9474
760,9475
758,9475
760,9476
758,9476
760,9477
758,9477
760,9478
758,9478
758,9479
760,9480
760,9481
760,9482
760,9483
760,9484
758,9484
760,9485
758,9485
760,9486
758,9486
760,9487
758,9487
758,9488
760,9488
758,9489
760,9490
758,9490
760,9491
758,9491
968,9492
973,9492
972,9492
974,9492
973,9493
972,9493
974,9493
973,9494
972,9494
975,9494
973,9495
975,9495
968,9496
973,9496
973,9497
973,9498
973,9499
973,9500
973,9501
973,9502
973,9503
968,9507
973,9507
968,9508
973,9508
968,9509
973,9509
968,9510
973,9510
968,9511
973,9511
968,9512
973,9512
968,9513
973,9513
968,9514
973,9514
968,9515
973,9515
968,9516
973,9516
968,9517
973,9517
968,9518
973,9518
968,9519
970,9519
974,9519
972,9519
968,9520
970,9520
972,9520
974,9520
975,9520
970,9523
970,9524
970,9525
968,9525
975,9525
970,9526
968,9526
976,9526
975,9526
970,9527
968,9527
975,9527
974,9527
968,9528
973,9528
968,9529
973,9529
968,9530
973,9530
968,9531
973,9531
968,9532
973,9532
968,9533
973,9533
973,9534
968,9535
970,9535
972,9535
974,9535
975,9535
976,9535
972,9536
968,9537
972,9537
968,9538
970,9539
975,9539
974,9539
968,9540
970,9540
973,9540
972,9540
974,9540
970,9541
974,9541
970,9542
968,9543
970,9543
975,9543
974,9543
972,9543
968,9544
970,9544
976,9544
975,9544
974,9544
972,9544
968,9545
973,9545
970,9545
976,9545
975,9545
974,9545
968,9546
970,9546
973,9546
975,9546
974,9546
972,9546
968,9547
973,9547
968,9548
973,9548
974,9548
975,9548
968,9549
973,9549
972,9549
974,9549
968,9550
973,9550
974,9550
968,9551
973,9551
972,9551
974,9551
973,9553
975,9553
974,9553
972,9553
973,9554
972,9554
974,9554
113,9620
112,9622
115,9622
115,9623
112,9623
113,9623
114,9623
115,9624
112,9624
116,9625
112,9625
113,9625
116,9626
112,9626
113,9626
112,9627
112,9629
113,9629
112,9630
113,9630
116,9630
112,9631
113,9631
112,9632
113,9632
112,9634
113,9634
112,9636
113,9636
112,9638
113,9638
112,9640
113,9640
116,9641
112,9641
113,9641
114,9641
115,9641
112,9642
113,9642
112,9644
113,9644
112,9645
113,9645
115,9646
115,9647
113,9648
114,9648
112,9649
113,9649
112,9650
113,9650
112,9651
113,9651
116,9651
112,9652
113,9652
112,9654
113,9654
112,9656
113,9656
112,9658
113,9658
112,9660
113,9660
112,9661
113,9661
112,9663
113,9663
112,9664
113,9664
112,9666
113,9666
112,9668
113,9668
112,9672
113,9672
112,9673
113,9673
419,9674
420,9674
424,9675
424,9676
424,9677
419,9677
424,9678
419,9678
424,9679
419,9679
424,9680
419,9680
424,9681
419,9681
424,9682
419,9682
424,9683
419,9683
424,9684
419,9684
424,9685
419,9685
422,9685
424,9686
419,9686
422,9686
424,9687
419,9687
422,9687
423,9687
424,9688
419,9688
420,9688
424,9689
419,9689
420,9689
424,9690
419,9690
420,9690
424,9691
419,9691
420,9691
424,9692
420,9692
424,9693
422,9693
424,9694
419,9694
424,9695
420,9695
424,9696
420,9696
419,9696
424,9697
420,9697
424,9698
420,9698
424,9699
420,9699
419,9700
419,9701
419,9702
419,9703
419,9704
419,9705
419,9706
419,9707
421,9707
419,9708
419,9709
421,9709
419,9710
419,9711
419,9712
421,9712
419,9713
419,9714
419,9716
425,9716
419,9717
419,9718
425,9718
419,9719
419,9720
419,9721
425,9721
419,9722
419,9723
419,9724
419,9725
419,9726
425,9726
419,9727
419,9728
419,9729
419,9730
419,9731
419,9732
425,9733
419,9734
419,9735
419,9736
419,9737
419,9738
419,9739
419,9740
419,9742
419,9743
419,9744
419,9745
419,9746
419,9747
419,9749
419,9750
419,9751
419,9752
1028,9753
1032,9753
1031,9753
1028,9754
1032,9754
1031,9754
1044,9754
1028,9755
1032,9755
1031,9755
1028,9756
1032,9756
1028,9757
1032,9757
1034,9758
1034,9759
1034,9760
1034,9761
1040,9761
1034,9762
1034,9763
1040,9763
2315,9764
2315,9765
2315,9766
1034,9766
1519,9767
1492,9767
1519,9768
1492,9768
1519,9769
1492,9769
1503,9769
1519,9770
1492,9770
1503,9770
1504,9770
1519,9771
1492,9771
1503,9771
1504,9771
1492,9772
1503,9772
1504,9772
1519,9773
1492,9773
1504,9773
1503,9773
1519,9774
1492,9774
1503,9774
1519,9775
1492,9775
1503,9775
1519,9776
1492,9776
586,9777
603,9777
582,9777
586,9778
603,9778
582,9778
1798,9779
1798,9780
1798,9781
1391,9781
1798,9782
1391,9782
1798,9783
1391,9783
1391,9784
1391,9785
1798,9786
1391,9786
1391,9787
1798,9788
1391,9788
1798,9789
1391,9789
1798,9790
1391,9790
1391,9791
1799,9791
601,9791
601,9792
602,9793
602,9794
602,9795
1933,9796
606,9797
1929,9797
608,9797
606,9798
1929,9798
608,9799
607,9799
1929,9800
1929,9801
605,9801
608,9801
607,9801
608,9802
607,9802
606,9803
1929,9804
605,9804
608,9804
607,9804
608,9805
1929,9806
611,9806
607,9806
607,9807
1929,9807
611,9808
607,9809
606,9810
1929,9810
611,9811
607,9812
1929,9813
606,9814
605,9814
1929,9814
610,9815
608,9815
607,9815
610,9816
610,9817
610,9818
610,9819
612,9820
605,9821
613,9821
613,9822
613,9823
611,9824
613,9824
613,9825
611,9826
613,9826
611,9827
613,9827
613,9828
611,9829
613,9829
611,9830
613,9830
613,9831
611,9832
613,9832
613,9833
611,9834
613,9834
611,9835
613,9835
611,9836
613,9836
611,9837
613,9837
611,9838
613,9838
612,9838
611,9839
613,9839
611,9840
613,9840
612,9840
611,9841
613,9841
612,9841
611,9842
613,9842
612,9842
612,9843
611,9844
613,9844
612,9844
612,9845
611,9846
612,9846
611,9847
613,9847
605,9847
611,9848
613,9848
611,9849
612,9849
611,9850
612,9850
611,9851
612,9851
613,9852
611,9853
613,9853
613,9854
613,9855
612,9855
613,9856
611,9857
612,9858
611,9859
613,9860
613,9861
613,9862
613,9863
612,9864
611,9865
612,9865
611,9866
612,9866
611,9867
612,9867
611,9868
612,9868
611,9869
613,9869
612,9870
613,9870
611,9871
612,9871
613,9871
611,9872
612,9872
613,9872
611,9873
612,9873
611,9874
612,9874
611,9875
613,9875
612,9875
1392,9876
1392,9877
1930,9878
1930,9879
602,9879
1390,9879
602,9880
602,9881
1930,9882
602,9882
1390,9882
602,9883
1390,9883
1930,9884
1930,9885
602,9886
1930,9887
602,9888
1930,9889
1930,9890
1930,9891
1930,9892
1930,9893
1930,9894
1930,9895
1930,9896
1930,9897
1930,9898
1390,9898
1390,9899
1930,9900
1930,9901
1930,9902
1930,9903
586,9903
1930,9904
1930,9905
1930,9906
1930,9907
1930,9908
611,9909
612,9909
612,9910
612,9911
1390,9911
612,9912
611,9913
1390,9913
611,9914
612,9914
613,9915
613,9916
615,9916
613,9917
615,9917
613,9918
615,9919
615,9920
613,9921
613,9922
613,9923
1390,9923
613,9924
1390,9924
613,9925
1390,9925
613,9926
1390,9926
613,9927
613,9928
1390,9928
613,9929
1390,9929
613,9930
1390,9930
613,9931
1930,9932
1930,9933
613,9933
1930,9934
613,9934
613,9935
1930,9936
613,9936
1930,9937
1930,9938
613,9938
1930,9939
1930,9940
1930,9941
613,9941
