subject_id,image_id
19,11609
19,11610
19,11611
19,11612
19,11613
40,11614
19,11614
19,11616
19,11617
19,11618
40,11619
19,11619
40,11620
54,11620
19,11620
40,11621
54,11621
19,11621
73,11622
40,11622
19,11622
40,11623
19,11623
73,11624
19,11624
73,11625
73,11626
32,11627
73,11627
32,11628
73,11628
32,11629
73,11629
5,11630
32,11631
73,11631
32,11632
5,11633
32,11634
73,11634
32,11635
73,11636
18,11637
32,11637
9,11637
40,11638
54,11638
9,11638
19,11639
16,11640
17,11640
16,11641
17,11641
16,11642
17,11642
16,11643
17,11643
16,11644
17,11644
16,11645
17,11645
16,11646
17,11646
16,11647
17,11647
16,11648
17,11648
16,11649
17,11649
16,11650
17,11650
16,11651
17,11651
19,11652
19,11653
19,11654
19,11655
19,11656
19,11658
19,11659
19,11660
19,11661
19,11662
19,11663
19,11664
19,11665
19,11666
19,11667
19,11668
19,11669
19,11670
19,11671
19,11672
19,11673
19,11675
19,11676
19,11677
19,11678
19,11679
19,11680
19,11681
19,11682
19,11683
19,11684
19,11685
19,11686
19,11687
19,11688
19,11689
19,11690
19,11691
19,11692
19,11693
19,11694
19,11695
19,11696
19,11697
19,11698
19,11699
19,11700
19,11702
19,11704
19,11709
19,11710
19,11711
19,11712
19,11713
19,11714
19,11716
19,11717
19,11718
19,11719
19,11721
19,11722
19,11723
19,11724
19,11725
19,11726
19,11727
19,11728
19,11729
19,11730
19,11731
19,11732
19,11733
19,11735
19,11736
19,11737
19,11738
19,11739
19,11740
19,11741
19,11745
19,11746
19,11747
19,11748
19,11749
19,11750
19,11751
19,11752
19,11753
19,11754
19,11755
19,11757
19,11758
19,11759
19,11760
19,11761
19,11762
19,11763
19,11766
40,11766
19,11767
40,11767
19,11768
40,11768
54,11768
19,11769
40,11769
54,11769
19,11770
40,11770
54,11770
19,11771
40,11771
54,11771
19,11772
40,11772
54,11772
19,11773
40,11773
54,11773
19,11774
40,11774
54,11774
19,11775
40,11775
19,11776
40,11776
19,11777
40,11777
54,11777
19,11778
40,11778
54,11778
13,11779
40,11779
13,11780
40,11780
13,11781
40,11781
13,11782
40,11782
13,11783
40,11783
13,11784
40,11784
13,11785
40,11785
13,11786
40,11786
13,11787
40,11787
13,11788
40,11788
13,11789
40,11789
13,11790
40,11790
13,11791
40,11791
13,11792
40,11792
13,11793
40,11793
13,11794
40,11794
13,11795
40,11795
13,11796
40,11796
13,11797
40,11797
13,11798
40,11798
13,11799
40,11799
13,11800
40,11800
13,11801
40,11801
13,11802
40,11802
13,11803
40,11803
13,11804
40,11804
13,11805
40,11805
13,11806
40,11806
13,11807
40,11807
13,11808
40,11808
13,11809
40,11809
13,11810
40,11810
13,11811
40,11811
13,11812
40,11812
13,11813
40,11813
13,11814
40,11814
13,11815
40,11815
13,11816
40,11816
13,11817
40,11817
13,11818
40,11818
13,11819
40,11819
13,11820
40,11820
13,11821
40,11821
13,11822
40,11822
13,11823
40,11823
13,11824
40,11824
13,11825
40,11825
13,11826
40,11826
13,11827
40,11827
13,11828
40,11828
13,11829
40,11829
13,11830
40,11830
13,11831
40,11831
13,11832
40,11832
13,11833
40,11833
13,11834
40,11834
13,11835
40,11835
13,11836
40,11836
13,11837
40,11837
13,11838
40,11838
13,11839
40,11839
13,11840
40,11840
13,11841
40,11841
13,11842
40,11842
13,11843
40,11843
13,11844
40,11844
13,11845
40,11845
13,11846
40,11846
13,11847
40,11847
13,11848
40,11848
13,11849
40,11849
19,11861
19,11862
16,11874
17,11874
16,11875
17,11875
16,11877
17,11877
16,11878
17,11878
16,11972
17,11972
19,11978
54,11978
24,12063
24,12064
24,12065
19,12178
19,12181
19,12183
19,12184
19,12200
19,12201
19,12203
19,12204
19,12205
19,12207
19,12208
19,12209
19,12210
24,12216
24,12217
24,12218
24,12219
24,12220
24,12221
24,12224
24,12225
24,12226
24,12227
19,12228
19,12229
19,12233
73,12237
24,12238
24,12239
24,12240
24,12241
24,12242
24,12243
24,12244
19,12244
24,12245
19,12245
24,12247
24,12248
24,12249
24,12250
24,12251
24,12253
24,12254
38,12254
38,12255
24,12256
38,12256
24,12257
38,12257
24,12260
24,12261
19,12261
24,12262
19,12262
24,12263
24,12264
24,12265
19,12265
24,12266
19,12266
24,12267
19,12267
24,12268
24,12269
24,12270
24,12271
73,12271
24,12272
73,12272
24,12273
73,12273
24,12274
73,12274
24,12275
73,12275
24,12276
73,12276
24,12277
73,12277
24,12278
24,12279
73,12279
24,12280
73,12280
24,12281
73,12281
24,12282
73,12282
24,12283
73,12283
24,12284
73,12284
73,12285
73,12286
73,12292
73,12293
73,12294
73,12295
24,12310
24,12311
24,12312
24,12313
24,12314
24,12315
73,12322
24,12323
24,12324
24,12325
24,12326
24,12327
24,12328
24,12329
24,12330
24,12331
24,12332
24,12335
24,12347
24,12348
24,12358
26,12358
24,12359
26,12359
24,12382
26,12382
24,12383
26,12383
19,12384
24,12384
26,12384
19,12385
24,12385
26,12385
26,12387
26,12388
19,12391
19,12392
19,12394
19,12395
19,12396
19,12397
19,12398
19,12399
24,12429
26,12429
24,12430
26,12430
24,12435
26,12435
24,12436
26,12436
24,12437
26,12437
19,12453
19,12454
19,12455
19,12456
19,12457
19,12458
19,12459
19,12460
19,12461
19,12462
19,12463
19,12464
19,12465
19,12466
19,12467
19,12468
19,12469
19,12470
19,12471
19,12474
19,12475
19,12476
16,12477
17,12477
16,12478
17,12478
16,12489
17,12489
24,12535
24,12536
24,12537
24,12538
24,12539
19,12540
19,12541
19,12560
24,12561
24,12562
19,12562
24,12563
24,12564
19,12564
24,12565
24,12566
19,12566
24,12573
24,12761
26,12761
24,12762
26,12762
24,12763
26,12763
26,12771
19,12771
26,12772
26,12773
26,12774
26,12775
26,12776
26,12777
26,12778
19,12778
26,12779
26,12780
19,12780
26,12781
19,12781
26,12782
19,12782
26,12783
19,12783
26,12784
19,12784
26,12785
19,12785
26,12786
19,12786
26,12787
19,12787
26,12788
19,12788
26,12789
19,12789
26,12790
19,12790
19,12836
38,12854
38,12855
38,12856
10,12857
24,12859
26,12859
24,12860
26,12860
24,12861
26,12861
10,12862
10,12863
10,12864
10,12865
10,12866
10,12867
10,12868
10,12870
26,12916
26,12917
26,12918
24,12918
26,12919
24,12919
26,12920
24,12920
26,12921
24,12921
26,12922
26,12923
26,12924
26,12925
26,12926
26,12927
26,12928
26,12929
26,12930
26,12931
26,12932
26,12933
26,12934
38,12934
26,12935
38,12935
26,12936
38,12936
10,12981
10,12985
10,13044
10,13078
24,13079
26,13079
24,13080
26,13080
24,13081
26,13081
19,13086
19,13087
40,13087
16,13088
17,13088
19,13088
19,13089
19,13091
19,13094
19,13097
19,13098
19,13099
19,13100
19,13101
19,13103
19,13108
19,13110
19,13112
24,13112
19,13113
24,13113
19,13114
24,13114
19,13115
19,13116
19,13117
19,13118
19,13119
19,13121
19,13122
19,13123
19,13126
19,13127
19,13128
19,13129
19,13130
19,13131
19,13132
19,13134
19,13135
24,13135
19,13136
19,13137
19,13138
19,13139
24,13139
19,13140
19,13141
24,13141
19,13142
19,13143
19,13144
19,13145
19,13146
19,13147
19,13148
19,13149
19,13150
19,13151
19,13152
19,13153
24,13153
19,13154
24,13154
19,13160
19,13191
19,13192
19,13193
40,13193
19,13194
40,13194
19,13195
19,13196
19,13199
19,13200
19,13201
19,13202
19,13204
19,13205
19,13206
19,13207
19,13208
19,13210
19,13211
19,13214
19,13215
19,13221
19,13222
19,13224
19,13225
19,13227
19,13228
19,13229
19,13230
19,13231
19,13232
19,13234
19,13235
19,13236
19,13237
19,13238
19,13239
19,13240
19,13241
19,13242
19,13243
19,13244
19,13246
19,13262
19,13263
19,13264
19,13265
19,13266
19,13267
19,13268
19,13269
19,13270
19,13299
40,13299
19,13300
40,13300
11,13300
19,13301
40,13301
11,13301
19,13317
40,13317
22,13317
19,13318
40,13318
22,13318
11,13318
19,13319
40,13319
22,13319
11,13319
19,13320
40,13320
22,13320
11,13320
19,13321
40,13321
22,13321
17,44976
16,44976
19,44976
19,44977
19,44978
3,44978
18,44979
30,44979
8,44979
19,44980
22,44980
18,44980
28,44980
29,44980
11,44980
19,44981
32,44981
22,44981
2,44981
5,44982
19,44982
18,44982
31,44982
14,44983
12,44983
30,44983
15,44983
29,44983
17,44984
16,44984
30,44984
17,44985
16,44985
8,44985
12,44985
18,44986
8,44986
2,44986
22,44986
18,44987
8,44987
40,44987
17,44988
16,44988
8,44988
8,44989
40,44989
17,44990
16,44990
4,44990
33,44990
1,44990
17,44991
16,44991
17,44992
12,44992
7,44992
14,44992
15,44992
4,44992
13,44993
4,44993
16,44993
28,44993
35,44993
40,44993
31,44994
12,44994
20,44994
8,44994
27,44994
8,44995
24,44995
17,44995
16,44995
25,44995
26,44995
17,44996
16,44996
5,44997
31,44997
4,44997
22,44997
13,44997
40,44997
4,44998
8,44999
20,44999
27,44999
28,44999
4,45000
8,45000
27,45000
13,45001
34,45001
17,45001
29,45001
4,45001
40,45001
17,45004
16,45004
10,45004
19,45004
5,45004
19,45005
22,45005
33,45005
5,45005
17,45006
16,45006
12,45007
15,45007
8,45007
30,45007
13,45007
36,45007
17,45008
16,45008
17,45009
16,45009
19,45009
13,45010
11,45010
36,45010
2,45010
29,45010
17,45010
17,45012
16,45012
19,45012
36,45013
8,45013
19,45013
40,45013
24,45014
13,45015
4,45015
16,45015
22,45015
24,45015
17,45015
17,45016
16,45016
32,45016
36,45017
8,45017
11,45017
4,45017
40,45017
2,45017
17,45018
16,45018
24,45018
17,45019
16,45019
17,45020
16,45020
24,45020
19,45020
16,45021
17,45021
36,45021
19,45021
40,45021
17,45022
16,45022
24,45022
17,45023
16,45023
17,45024
2,45024
36,45024
4,45024
39,45025
17,45025
16,45025
37,45025
17,45026
16,45026
19,45026
16,45027
17,45027
17,45028
16,45028
17,45029
16,45029
20,45030
8,45030
36,45030
27,45030
28,45030
19,45033
19,45034
19,45041
37,45042
19,45043
19,45044
27,45044
19,45045
32,45045
19,45046
16,45046
32,45046
19,45047
19,45048
8,45049
27,45049
21,45049
9,45050
8,45050
12,45050
6,45050
2,45050
11,45050
17,45051
16,45051
17,45052
16,45052
19,45052
16,45053
17,45053
19,45053
13,45054
8,45054
4,45054
2,45057
32,45057
1,45057
13,45057
18,45057
29,45057
14,45058
7,45058
9,45058
29,45058
8,45058
13,45058
16,45059
17,45059
19,45060
38,45060
16,45061
17,45061
32,45061
19,45061
17,45062
16,45062
19,45062
24,45062
17,45065
16,45065
17,45066
16,45066
19,45068
24,45068
26,45068
38,45068
10,45068
16,45068
37,45070
16,45070
8,45071
2,45071
36,45071
28,45071
29,45071
3,45071
16,45072
19,45073
17,45074
16,45074
24,45075
17,45076
16,45076
37,45076
17,45077
16,45077
32,45078
19,45078
19,45079
19,45081
24,45089
17,45092
16,45092
16,45093
24,45101
16,45102
40,45102
20,45112
8,45112
19,45112
2,45112
4,45112
22,45112
20,45113
8,45113
28,45113
8,45114
6,45114
12,45114
30,45114
7,45114
14,45114
8,45115
6,45115
14,45115
19,45115
22,45115
2,45115
30,45116
19,45116
22,45116
32,45116
14,45116
7,45116
19,45117
19,45119
19,45120
19,45121
19,45122
19,45123
19,45124
17,45124
16,45124
19,45125
19,45126
24,45126
17,45130
16,45130
19,45132
17,45133
16,45133
19,45133
16,45135
16,45137
16,45139
17,45139
16,45142
17,45142
17,45144
19,45144
16,45145
23,45152
23,45154
23,45156
23,45158
23,45160
23,45161
23,45162
19,45164
19,45166
19,45168
19,45169
19,45174
17,45184
16,45184
17,45188
16,45188
19,45188
17,45190
16,45190
22,45195
19,45201
19,45203
22,45211
22,45213
1,45216
9,45218
24,45219
26,45219
25,45219
9,45219
36,45219
24,45220
26,45220
25,45220
9,45220
36,45220
27,45222
8,45222
27,45224
8,45224
20,45224
8,45225
20,45226
8,45226
27,45226
8,45227
27,45227
8,45228
27,45228
28,45230
8,45232
20,45232
27,45232
8,45234
27,45234
20,45234
8,45235
27,45235
3,45235
8,45236
27,45236
20,45236
29,45238
28,45238
11,45238
29,45240
28,45242
3,45244
13,45244
13,45246
3,45246
40,45246
13,45248
28,45248
40,45248
7,45250
14,45250
13,45252
40,45252
13,45254
14,45256
30,45258
7,45258
30,45260
30,45261
30,45262
30,45264
29,45264
30,45266
31,45268
5,45268
8,45269
27,45269
8,45272
8,45274
12,45276
8,45278
8,45280
8,45282
27,45282
12,45284
15,45284
12,45286
15,45286
15,45288
8,45288
6,45288
29,45288
30,45290
6,45292
12,45292
8,45292
23,45292
8,45294
12,45294
23,45294
29,45294
28,45294
13,45296
40,45296
13,45298
40,45298
32,45300
2,45300
32,45301
9,45302
32,45302
31,45304
5,45304
10,45304
33,45304
4,45306
8,45306
36,45306
40,45306
4,45308
17,45308
16,45308
12,45308
40,45308
4,45310
36,45310
40,45310
29,45312
8,45312
4,45312
36,45312
4,45314
8,45314
36,45314
13,45316
28,45318
4,45318
13,45318
29,45318
40,45318
16,45319
17,45319
19,45319
54,45319
19,45320
40,45320
54,45320
17,45321
16,45321
16,45322
17,45322
5,45325
5,45327
2,45327
19,45329
22,45329
22,45331
19,45331
17,45333
16,45333
19,45333
22,45335
19,45335
2,45335
36,45335
22,45337
19,45337
19,45339
2,45339
16,45341
17,45341
19,45341
34,45343
17,45343
16,45343
34,45345
17,45345
34,45347
17,45347
36,45347
40,45347
15,45349
12,45349
7,45349
17,45351
16,45353
7,45353
11,45353
35,45353
35,45355
16,45355
16,45357
4,45357
16,45359
4,45359
16,45361
4,45361
16,45363
4,45363
35,45363
17,45363
20,45365
12,45365
23,45365
16,45367
17,45367
32,45367
11,45367
4,45369
19,45370
17,45377
2,45382
16,45383
17,45383
2,45384
16,45385
16,45395
22,45398
36,45398
19,45406
18,45406
22,45406
36,45406
8,45406
22,45407
22,45409
19,45409
22,45411
19,45411
22,45413
22,45415
8,45416
36,45416
8,45417
36,45417
8,45418
40,45418
36,45418
8,45419
36,45419
8,45420
36,45420
8,45422
36,45422
36,45423
8,45423
8,45424
40,45424
36,45424
22,45426
19,45429
40,45429
54,45429
22,45430
43,45430
18,45431
5,45431
22,45431
22,45432
5,45433
33,45433
10,45433
22,45433
22,45435
22,45436
22,45437
22,45439
17,45439
16,45439
22,45441
18,45443
19,45443
33,45445
10,45445
5,45445
31,45445
22,45447
17,45447
16,45447
17,45449
16,45449
22,45449
19,45451
22,45453
19,45453
32,45453
19,45455
19,45457
22,45458
19,45459
40,45459
54,45459
5,45460
33,45460
10,45460
32,45461
19,45461
40,45461
19,45463
40,45463
54,45463
19,45465
40,45465
19,45467
40,45467
19,45469
40,45469
4,45472
40,45472
36,45472
4,45473
40,45473
36,45473
4,45474
40,45474
36,45474
4,45476
36,45476
40,45476
36,45478
