pscene_id,image_id
253,9990
253,9991
253,9992
253,9993
253,9994
253,9995
253,9996
253,9997
253,9998
672,9999
672,10000
253,10001
253,10002
253,10003
253,10004
672,10005
672,10006
672,10007
672,10008
672,10009
672,10010
672,10011
672,10012
672,10013
673,10014
673,10015
673,10016
673,10017
673,10018
673,10019
673,10020
673,10021
673,10022
673,10023
673,10024
673,10025
673,10026
673,10027
673,10028
673,10029
673,10030
673,10031
673,10032
673,10033
673,10034
673,10035
673,10036
673,10037
673,10038
673,10039
673,10040
673,10041
673,10042
673,10043
673,10044
255,10045
255,10046
255,10047
255,10048
255,10049
255,10050
255,10051
255,10052
255,10053
255,10054
255,10055
255,10056
255,10057
255,10058
255,10059
255,10060
255,10061
255,10062
255,10063
255,10064
255,10065
255,10066
255,10067
255,10068
255,10069
255,10070
255,10071
255,10072
255,10073
255,10074
255,10075
255,10076
255,10077
255,10078
255,10079
255,10080
255,10081
255,10082
255,10083
255,10084
256,10085
256,10086
256,10087
256,10088
256,10089
256,10090
256,10091
256,10092
256,10093
256,10094
256,10095
256,10096
256,10097
257,10098
257,10099
257,10100
257,10101
257,10102
257,10103
257,10104
257,10105
257,10106
257,10107
257,10108
257,10109
257,10110
257,10111
257,10112
257,10113
257,10114
257,10115
257,10116
257,10117
258,10118
258,10119
258,10120
258,10121
258,10122
258,10123
258,10124
258,10125
677,10126
677,10127
677,10128
677,10129
677,10130
677,10131
677,10132
677,10133
677,10134
677,10135
677,10136
677,10137
677,10138
677,10139
677,10140
677,10141
677,10142
677,10143
73,10144
73,10145
73,10146
73,10147
73,10148
73,10149
73,10150
73,10151
73,10152
73,10153
73,10154
73,10155
73,10156
73,10157
73,10158
73,10159
73,10160
73,10161
73,10162
73,10163
73,10164
73,10165
73,10166
73,10167
73,10168
73,10169
73,10170
426,10171
426,10172
426,10173
426,10174
426,10175
426,10176
426,10177
426,10178
426,10179
426,10180
427,10181
427,10182
427,10183
427,10184
427,10185
427,10186
427,10187
427,10188
427,10189
427,10190
427,10191
427,10192
427,10193
427,10194
427,10195
427,10196
427,10197
427,10198
427,10199
427,10200
427,10201
427,10202
427,10203
427,10204
427,10205
427,10206
427,10207
427,10208
427,10209
427,10210
368,10211
368,10212
368,10213
368,10214
368,10215
368,10216
368,10217
368,10218
368,10219
368,10220
368,10221
368,10222
368,10223
368,10224
368,10225
368,10226
368,10227
368,10228
368,10229
368,10230
368,10231
368,10232
368,10233
368,10234
368,10235
368,10236
368,10237
368,10238
368,10239
368,10240
368,10241
368,10242
368,10243
368,10244
368,10245
368,10246
368,10247
368,10248
368,10249
368,10250
368,10251
368,10252
368,10253
368,10254
368,10255
368,10256
368,10257
368,10258
368,10259
368,10260
368,10261
368,10262
368,10263
368,10264
368,10265
368,10266
368,10267
368,10268
328,10269
328,10270
328,10271
328,10272
328,10273
328,10274
328,10275
328,10276
524,10277
524,10278
524,10279
524,10280
524,10281
524,10282
524,10283
524,10284
524,10285
524,10286
524,10287
524,10288
524,10289
524,10290
524,10291
524,10292
524,10293
524,10294
524,10295
524,10296
524,10297
524,10298
524,10299
524,10300
524,10301
524,10302
524,10303
524,10304
524,10305
524,10306
524,10307
524,10308
524,10309
525,10310
525,10311
525,10312
525,10313
525,10314
527,10315
527,10316
527,10317
525,10318
525,10319
525,10320
525,10321
525,10322
525,10323
525,10324
525,10325
525,10326
525,10327
525,10328
525,10329
526,10330
526,10331
526,10332
526,10333
526,10334
527,10335
527,10336
527,10337
527,10338
527,10339
527,10340
527,10341
527,10342
527,10343
527,10344
527,10345
527,10346
527,10347
527,10348
527,10349
528,10350
528,10351
528,10352
528,10353
528,10354
528,10355
528,10356
528,10357
528,10358
528,10359
528,10360
528,10361
528,10362
528,10363
528,10364
528,10365
528,10366
528,10367
528,10368
528,10369
33,10370
33,10371
33,10372
33,10373
33,10374
33,10375
33,10376
33,10377
326,10378
326,10379
326,10380
326,10381
326,10382
326,10383
326,10384
326,10385
326,10386
326,10387
326,10388
326,10389
326,10390
326,10391
326,10392
326,10393
326,10394
326,10395
326,10396
326,10397
326,10398
326,10399
326,10400
613,10401
613,10402
613,10403
613,10404
613,10405
613,10406
613,10407
613,10408
613,10409
613,10410
613,10411
613,10412
613,10413
613,10414
613,10415
613,10416
613,10417
613,10418
613,10419
613,10420
613,10421
613,10422
613,10423
613,10424
613,10425
613,10426
613,10427
613,10428
613,10429
613,10430
613,10431
613,10432
613,10433
613,10434
613,10435
613,10436
613,10437
613,10438
613,10439
613,10440
613,10441
613,10442
613,10443
613,10444
613,10445
613,10446
613,10447
613,10448
613,10449
613,10450
613,10451
613,10452
613,10453
358,10454
358,10455
358,10456
358,10457
358,10458
