id,pscene_id,narrator_id,tayusub_id,tayu_description,sortorder
2079,986,63,0,Part 3,3
2080,987,5,0,,1
2081,987,59,0,Tsure [narrative/assistant narrator],2
2082,988,6,0,,1
2083,989,55,0,,1
2084,989,34,0,,2
2085,990,66,0,,1
2086,991,54,0,,1
2087,993,29,0,,1
2088,993,31,0,,2
2089,994,29,0,,1
2090,994,31,0,,2
2091,995,33,0,Shizuka-Gozen,1
2092,995,9,0,"Tadanobu Sato, in fact  Fox Tadanobu",2
2093,995,35,0,Tsure [narrative/assistant narrator],3
2094,995,57,0,Tsure [narrative/assistant narrator],4
2095,995,59,0,Tsure [narrative/assistant narrator],5
2096,995,101,0,Tsure [narrative/assistant narrator],6
2097,995,62,,Tsure [narrative/assistant narrator],7
2098,996,1,0,,1
2099,997,5,0,,1
2100,997,6,0,,2
2101,998,63,0,,1
2102,998,2,0,,2
2103,999,68,0,,1
2104,999,53,0,,2
2105,999,56,0,,3
2106,999,73,0,,4
2107,999,58,0,,5
2108,999,36,0,,6
2109,1000,34,0,,1
2110,1000,9,0,,2
2111,1000,29,0,,3
2112,1000,53,0,,4
2113,1000,56,0,,5
2114,1000,57,0,,6
2115,1000,73,,,7
2116,1000,101,,,8
2117,1000,62,,,9
2118,1001,0,0,,1
2119,1002,31,0,Akoya,1
2120,1002,2,0,Shigetada,2
2121,1002,63,0,Iwanaga,3
2122,1002,54,0,Hanzawa,4
2123,1003,6,0,,1
2124,1004,9,0,,1
2125,1005,35,0,Part 1,1
2126,1005,29,0,Part 2,2
2127,1006,33,0,Kiyohime,1
2128,1006,5,0,Boatman,2
2129,1006,58,0,Tsure [narrative/assistant narrator],3
2130,1006,59,0,,4
2131,1006,36,0,,5
2132,1007,53,0,Part 1,1
2133,1007,2,0,Part 2,2
2134,1008,55,0,Part 1,1
2135,1008,66,0,Part 2,2
2136,1009,1,0,Danshich,1
2137,1009,68,0,Giheiji,2
2138,1010,33,0,,1
2139,1010,35,0,,2
2140,1010,59,0,,3
2141,1010,63,0,,4
2142,1010,54,0,,5
2143,1010,73,0,,6
2144,1011,33,0,,1
2145,1011,35,0,,2
2146,1011,59,0,,3
2147,1011,63,0,,4
2148,1011,54,0,,5
2149,1011,73,0,,6
2150,1012,33,0,,1
2151,1012,35,0,,2
2152,1012,59,0,,3
2153,1012,63,0,,4
2154,1012,54,0,,5
2155,1012,73,0,,6
2156,1013,33,0,,1
2157,1013,35,0,,2
2158,1013,59,0,,3
2159,1013,63,0,,4
2160,1013,54,0,,5
2161,1013,73,0,,6
2162,1014,53,0,"Sanemori, a Heike general",1
2163,1014,5,0,"Koman, Kurosuke's daughter",2
2164,1014,57,0,"Munemori, son of Shigemori",3
2165,1014,58,0,"Saemon, a Heike general",4
2166,1014,62,0,"Chuta, a Heike warrior",5
2167,1015,55,0,,1
2168,1016,1,0,,1
2169,1017,2,0,,1
2170,1018,34,0,,1
2171,1019,66,0,,1
2172,1020,9,0,,1
2173,1021,68,0,Oyumi,1
2174,1021,35,0,Otsuru,2
2175,1022,6,0,,1
2176,1023,6,0,,1
2177,1024,31,0,,1
2178,1025,29,0,Courtesan Umegawa,1
2179,1025,54,0,Chubei,2
2180,1025,56,0,,3
2181,1025,101,0,,4
2182,1025,36,0,,5
2183,1026,9,63,,1
2184,1027,63,9,Daizen,1
2185,1027,53,0,Kuniyuki,2
2186,1027,54,0,Kunitoshi,3
2187,1027,55,0,Dankuro,4
2188,1027,56,0,Saemon,5
2189,1027,9,63,Tsumahei,6
2190,1027,58,,Toma,7
2191,1028,53,0,,1
2192,1029,34,0,,1
2193,1030,2,0,,1
2194,1031,66,0,,1
2195,1032,5,0,Kinezo,1
2196,1032,35,0,Ousu,2
2197,1032,73,0,Tsure [narrative/assistant narrator],3
2198,1032,101,0,Tsure [narrative/assistant narrator],4
2199,1032,36,0,Tsure [narrative/assistant narrator],5
2200,1033,33,0,Shuntokumaru,1
2201,1033,68,0,Asakahime,2
2202,1033,5,0,Irihei,3
2203,1033,57,0,Jiromaru,4
2204,1033,59,62,Buddhists,5
2205,1033,29,0,Gappo,6
2206,1034,1,0,Part 1,1
2207,1034,31,0,Part 2,2
2208,1038,33,0,Konami,1
2209,1038,68,0,Tonase,2
2210,1038,5,0,Tsure [narrative/assistant narrator],3
2211,1038,59,0,Tsure [narrative/assistant narrator],4
2212,1038,36,0,Tsure [narrative/assistant narrator],5
2213,1039,1,0,,1
2214,1039,31,0,,2
2215,1040,29,0,,1
2216,1041,6,0,,1
2217,1042,68,0,Okoma,1
2218,1042,5,0,"Shobei, Okoma's father",2
2219,1042,35,0,Shobei's wife,3
2220,1042,57,0,Yatoda Tsutsumi,4
2221,1042,73,0,Saizaburo Obana,5
2222,1042,101,0,Onlookers/Servant,6
2223,1042,62,,Onlookers,7
2224,1043,9,0,Part 1,1
2225,1043,63,0,Part 2,2
2226,1044,63,9,Daizen Akizuki,1
2227,1044,53,0,Kuniyuki,2
2228,1044,54,0,Kunitoshi,3
2229,1044,55,0,Dankuro,4
2230,1044,56,0,Saemon,5
2231,1044,9,63,Tsumahei,6
2232,1044,58,,Toma,7
2233,1045,53,0,,1
2234,1046,34,0,,1
2235,1047,2,0,,1
2236,1048,66,0,,1
2237,1049,66,6,,1
2238,1050,29,9,Harunaga Dec 09- 15,1
2239,1050,5,0,Mitsuhide,2
2240,1050,56,0,Jujiro,3
2241,1050,57,0,Rammari,4
2242,1050,62,0,Naniwa-Chunagon Kanefuyu,5
2243,1051,54,0,Part 1,1
2244,1051,63,68,Part 2,2
2245,1052,55,0,Shioten,1
2246,1052,35,0,Hisayoshi,2
2247,1052,58,0,Masakiyo,3
2248,1052,36,0,Kenketsu,4
2249,1053,53,0,,1
2250,1054,9,29,Part 1,1
2251,1054,1,0,Part 2,2
2252,1055,68,63,,1
2253,1055,56,57,,2
2254,1055,59,0,,3
2255,1055,73,0,,4
2256,1055,101,0,,5
2257,1056,68,63,,1
2258,1056,56,57,,2
2259,1056,59,0,,3
2260,1056,73,0,,4
2261,1056,101,0,,5
2262,1057,29,0,,1
2263,1057,53,0,,2
2264,1057,54,0,,3
2265,1057,55,0,,4
2266,1057,59,0,,5
2267,1057,73,0,,6
2268,1058,1,0,,1
2269,1059,31,0,,1
2270,1059,34,0,,2
2271,1060,68,0,,1
2272,1060,62,0,Tsure [narrative/assistant narrator],2
2273,1061,6,0,,1
2274,1062,53,0,"Jihizo, in fact Yamashironosuke",1
2275,1062,55,0,Danjo Tokitsuna Kosaka,2
2276,1062,57,0,Danjo Tadamasa Koshina,3
2277,1062,56,0,"Karaori, his wife",4
2278,1062,58,0,"Irie, his wife",5
2279,1062,101,0,Servant,6
2280,1062,36,,Servant,7
2281,1063,63,0,,1
2282,1064,66,0,,1
2283,1064,2,0,,2
2284,1065,33,0,Akoya,1
2285,1065,9,0,Shigetada,2
2286,1065,5,0,Iwanaga,3
2287,1065,35,0,Hanzawa,4
2288,1066,29,0,Part 1,1
2289,1066,54,0,Part 2,2
2290,1067,31,0,,1
2291,1068,68,0,Umegawa,1
2292,1068,5,0,Chubei,2
2293,1068,56,0,Tsure [narrative/assistant narrator],3
2294,1068,57,0,Tsure [narrative/assistant narrator],4
2295,1068,101,62,Tsure [narrative/assistant narrator],5
2296,1069,63,0,,1
2297,1070,66,0,,1
2298,1071,33,0,Ohatsu,1
2299,1071,34,0,Tokubei,2
2300,1071,55,0,Tsure [narrative/assistant narrator],3
2301,1071,35,0,Tsure [narrative/assistant narrator],4
2302,1071,58,59,Tsure [narrative/assistant narrator],5
2303,1072,1,0,Part 1,1
2304,1072,2,0,Part 2,2
2305,1073,53,0,Part 1,1
2306,1073,6,0,Part 2,2
2307,1074,9,0,,1
2308,1075,6,0,,1
2309,1076,66,0,,1
2310,1076,54,0,,2
2311,1077,53,0,,1
2312,1077,2,0,,2
2313,1078,29,0,The Inari God,1
2314,1078,63,0,Munechika,2
2315,1078,55,0,Michinari,3
2316,1078,73,0,Tsure [narrative/assistant narrator],4
2317,1078,59,0,Tsure [narrative/assistant narrator],5
2318,1078,36,0,Tsure [narrative/assistant narrator],6
2319,1079,1,0,"Iwafuji, chief lady-in-waiting",1
2320,1079,68,0,"Onoe, lady-in-waiting",2
2321,1079,57,0,"Zenroku, a merchant",3
2322,1079,101,0,Maid,4
2323,1079,62,0,Maid,5
2324,1080,34,0,,1
2325,1081,31,0,,1
2326,1082,5,0,"Iwafuji, chief lady-in-waiting",1
2327,1082,35,0,"Ohatsu, Onoe's maid",2
2328,1082,56,0,"Shoji Yasuda, chief retainer",3
2329,1082,58,0,Toma (Spy),4
2330,1083,33,0,,1
2331,1083,9,0,,2
2332,1084,36,0,,1
2333,1084,62,0,,2
2334,1084,101,0,,3
2335,1084,73,0,,4
2336,1084,59,0,,5
2337,1084,58,0,,6
2338,1085,68,0,,1
2339,1086,35,0,Part 1,1
2340,1086,34,0,Part 2,2
2341,1086,57,0,Part 3,3
2342,1087,56,0,Part 1,1
2343,1087,1,0,Part 2,2
2344,1088,29,0,,1
2345,1089,31,0,Part 1,1
2346,1089,66,0,Part 2,2
2347,1090,53,0,,1
2348,1091,5,0,Part 1,1
2349,1091,63,0,Part 2,2
2350,1091,2,0,Part 3,3
2351,1092,33,0,Shizuka Gozen,1
2352,1092,63,29,Fox Tadanobu,2
2353,1092,58,59,Tsure [narrative/assistant narrator],3
2354,1092,73,0,(third substotute of Tsukunidayū),4
2355,1092,101,62,Tsure [narrative/assistant narrator],5
2356,1092,36,0,(third substitute of Mojitodayū),6
2357,1092,5,,Tsure [narrative/assistant narrator],7
2358,1093,9,0,Part 1,1
2359,1093,6,0,Part 2,2
2360,1094,54,0,,1
2361,1094,55,0,,2
2362,685,9,0,Yajirobei,1
2363,685,68,0,Kitahachi,2
2364,685,53,0,Priest,3
2365,685,54,0,Father,4
2366,685,58,0,Son,5
2367,1095,29,0,,1
2368,1095,53,0,,2
2369,1095,55,0,,3
2370,1095,57,0,,4
2371,1095,58,0,,5
2372,1095,146,0,,6
2373,1096,66,0,,1
2374,1097,53,0,,1
2375,1098,2,0,,1
2376,1099,66,6,,1
2377,1100,6,66,,1
2378,1101,6,0,Yajirobei,1
2379,1101,9,0,Kitahachi,2
2380,1101,68,0,Buddhist priest,3
2381,1101,63,0,Father,4
2382,1101,35,0,Son,5
2383,1102,1,0,,1
2384,1102,63,0,,2
2385,1102,56,0,,3
2386,1102,57,0,,4
2387,1103,63,0,,1
2388,1103,53,0,,2
2389,1104,68,0,,1
2390,1104,33,0,,2
2391,1105,9,0,Gonshiro,1
2392,1105,53,0,Ofude,2
2393,1105,55,0,Haito Kamada,3
2394,1105,35,0,"Oyoshi, his wife",4
2395,1105,56,0,Yamabuki-Gozen,5
2396,1105,57,0,Proprietor of the inn,6
2397,1105,58,,Chuta Bamba,7
2398,1105,101,,Komawaka,8
2399,1105,62,,Tsuchimatsu,9
2400,1106,33,0,,1
2401,1107,1,0,Naka [Part 1],1
2402,1107,2,0,Kiri [Part 2],2
2403,1108,34,0,,1
2404,1109,9,0,Yajirobe,1
2405,1109,53,0,Kitahachi,2
2406,1109,63,0,Buddhist priest,3
2407,1109,5,0,Father,4
2408,1109,36,0,Son,5
2409,1110,9,0,Yajirobe,1
2410,1110,53,0,Kitahachi,2
2411,1110,63,0,Buddhist priest,3
2412,1110,5,0,Father,4
2413,1110,36,0,Son,5
2414,1111,63,0,Naka [Part 1],1
2415,1111,6,0,Oku [Part2],2
2416,1112,29,0,,1
2417,1113,31,0,Part 1,1
2418,1113,66,0,Kiri [Part 2],2
2419,1114,68,0,Ohan,1
2420,1114,54,0,Choemon,2
2421,1114,59,0,Tsure [narrative/assistant narrator],3
2422,1114,73,0,Tsure [narrative/assistant narrator],4
2423,1114,101,0,Tsure [narrative/assistant narrator],5
2424,1115,54,0,Part 1,1
2425,1115,1,0,Part 2,2
2426,1115,31,0,Part 3,3
2427,1115,34,0,Part 4,4
2428,1116,55,0,,1
2429,1117,56,0,Part 1,1
2430,1117,29,0,Part 2,2
2431,1118,58,0,Songoku,1
2432,1118,101,0,King of Hell,2
2433,1118,62,0,Chinkozui,3
2434,1118,36,0,Hakuren,4
2435,1119,5,0,Part 1,1
2436,1119,66,0,Part 2,2
2437,1120,53,0,,1
2438,1121,35,0,Part 1,1
2439,1121,6,0,Part 2,2
2440,1121,62,0,Part 3,3
2441,1122,68,0,,1
2442,1123,9,0,Part 1,1
2443,1123,2,0,Part 2,2
2444,1124,33,0,Princess Sarashina,1
2445,1124,63,0,Koremochi Taira,2
2446,1124,57,0,God of the Mountain,3
2447,1124,59,0,Ladies in Waiting,4
2448,1124,73,0,Ladies in Waiting,5
2449,1125,35,0,Kiyomori,1
2450,1125,56,0,Minazuru,2
2451,1125,58,0,Tankai,3
2452,1125,101,0,Hiromori,4
2453,1126,6,0,,1
2454,1127,34,0,,1
2455,1128,53,0,Naka [Part 1],1
2456,1128,58,0,Kiri [Part 2],2
2457,1129,68,0,Otowa,1
2458,1129,1,0,Inagawa,2
2459,1129,63,0,Tetsugatake,3
2460,1129,55,0,Saemon,4
2461,1129,36,0,Crier,5
2462,1129,5,0,Shichibei,6
2463,1130,68,0,Otowa,1
2464,1130,1,0,Inagawa,2
2465,1130,63,0,Tetsugatake,3
2466,1130,55,0,Saemon,4
2467,1130,36,0,Crier,5
2468,1130,5,0,Shichibei,6
2469,1131,57,0,Kuchi [Part 1],1
2470,1131,9,0,Oku [Part2],2
2471,1132,33,0,,1
2472,1133,66,0,,1
2473,1134,31,0,,1
2474,1135,29,0,Ochiyo,1
2475,1135,54,0,Hanbei,2
2476,1135,73,0,,3
2477,1135,59,0,,4
2478,1135,62,0,,5
2479,1136,35,0,,1
2480,1137,53,0,,1
2481,1138,63,9,,1
2482,1139,9,63,,1
2483,1140,1,0,Yuranosuke,1
2484,1140,56,0,Rikiya,2
2485,1140,57,0,Jutaro,3
2486,1140,55,54,Kitahachi,4
2487,1140,54,55,Heiemon,5
2488,1140,73,59,Maid,6
2489,1140,36,,Yagoro,7
2490,1140,29,,Okaru,8
2491,1140,62,,Tea house proprietor,9
2492,1140,6,,Bannai,10
2493,1140,66,,Kudayu,11
2494,1141,68,0,Konami,1
2495,1141,5,0,Tonase,2
2496,1141,59,0,Tsure [narrative/assistant narrator],3
2497,1141,73,0,Tsure [narrative/assistant narrator],4
2498,1142,63,9,,1
2499,1142,59,0,,2
2500,1142,55,0,,3
2501,1142,58,0,,4
2502,1143,2,0,,1
2503,1143,53,0,,2
2504,1144,9,63,,1
2505,1145,33,0,Kiri [Part 1],1
2506,1145,2,0,Kiri [Part 2],2
2507,1146,56,0,Kuchi [Part 1],1
2508,1146,66,0,Kiri [Part 2],2
2509,1147,53,0,Shuntokumaru,1
2510,1147,35,0,Asaka,2
2511,1147,57,0,"Irihei, a servant",3
2512,1147,58,0,Jiromaru,4
2513,1147,73,0,Onlooker,5
2514,1147,62,0,Onlooker,6
2515,1147,5,,Gappo,7
2516,1148,29,0,Naka [Part 1],1
2517,1148,34,0,Mae [Part 2],2
2518,1148,31,0,Kiri [Part 3],3
2519,1149,1,0,,1
2520,1150,6,0,,1
2521,1151,68,0,Ohatsu,1
2522,1151,54,0,Tokubei,2
2523,1151,35,0,Tsure [narrative/assistant narrator],3
2524,1151,73,0,Tsure [narrative/assistant narrator],4
2525,1151,36,0,Tsure [narrative/assistant narrator],5
2526,391,53,0,Mitsuhide,1
2527,391,5,0,Harunaga,2
2528,391,55,0,Rammaru,3
2529,391,35,0,Jujiro,4
2530,391,56,57,Naniwa-Chunagon Kanefuyu,5
2531,1035,29,0,,1
2532,1036,6,0,,1
2533,1037,68,0,,1
2534,1154,63,0,Yohei,1
2535,1154,29,0,Okichi,2
2536,1154,55,0,Hichizaemon,3
2537,1154,35,0,Hachiya,4
2538,1154,58,0,Moriemon,5
2539,1154,59,0,Millionaire,6
2540,1154,73,,Yagoro,7
2541,1154,56,,Kogiku,8
2542,1155,54,0,Part 1,1
2543,1155,1,0,Part 2,2
2544,1156,66,0,,1
2545,1157,9,0,,1
2546,1158,53,0,Watonai,1
2547,1158,5,0,Ro Ikkan's wife,2
2548,1158,36,0,An Taijin,3
2549,1160,29,63,,1
2550,1161,2,0,,1
2551,1162,34,0,,1
2552,1163,34,0,,1
2553,1164,6,0,,1
2554,1165,31,0,,1
2555,1166,33,0,Ochiyo,1
2556,1166,68,0,Hambei,2
2557,1166,57,0,Buddhist Devotee,3
2558,1166,62,0,Buddhist Devotee,4
2559,1167,29,0,Mae [Part 1],1
2560,1167,1,0,Ato [Part 2],2
2561,1168,66,0,Kiri [Part 1],1
2562,1168,68,0,Ato [Part 2],2
2563,1169,54,0,,1
2564,1169,58,0,Tsure [narrative/assistant narrator],2
2565,1169,59,0,Tsure [narrative/assistant narrator],3
2566,1169,73,0,Tsure [narrative/assistant narrator],4
2567,1170,1,0,,1
2568,1171,66,0,,1
2569,1172,29,0,Ohatsu,1
2570,1172,54,0,Tokube,2
2571,1172,59,0,Tsure [assistant player],3
2572,1173,68,0,Wakana,1
2573,1173,54,0,Tsuna Watanabe,2
2574,1173,58,0,Ugenta,3
2575,1173,73,0,Sagenta,4
2576,1174,54,0,Kuganosuke,1
2577,1174,35,0,Hinadori,2
2578,1174,56,0,Kogiku,3
2579,1174,57,0,Kikyo,4
2580,1174,58,0,Genba,5
2581,1174,62,0,Saijo,6
2582,1175,1,0,,1
2583,1176,55,0,,1
2584,1177,63,0,,1
2585,1178,2,0,Daihanji,1
2586,1178,34,0,Kuganosuke,2
2587,1178,31,0,Sadataka,3
2588,1178,33,0,Hinadori,4
2589,1179,5,0,,1
2590,1180,9,0,,1
2591,1181,66,0,,1
2592,1182,53,0,,1
2593,1183,68,0,,1
2594,1184,29,0,Omiwa,1
2595,1184,63,0,Kyuma,2
2596,1184,35,0,Tachibana,3
2597,1184,59,0,Tsure [narrative/assistant narrator],4
2598,1184,73,0,Tsure [narrative/assistant narrator],5
2599,1184,36,0,Tsure [narrative/assistant narrator],6
2600,1185,9,0,,1
2601,1186,6,0,,1
2602,1189,63,0,Watonai,1
2603,1189,55,0,Komutsu,2
2604,1189,56,0,Roikkan's wife,3
2605,1189,57,0,Roikkan,4
2606,1189,101,0,Princess Sendan,5
2607,1190,34,0,,1
2608,1332,63,0,,1
2609,1333,62,0,,1
2610,1333,31,0,,2
2611,1159,2,0,,1
2612,1159,53,0,,2
2613,787,9,0,,1
2614,1335,33,0,,1
2615,1335,2,0,,2
2616,1335,1,0,,3
2617,1335,55,0,,4
2618,1338,53,0,,1
2619,1339,5,0,,1
2620,1339,9,0,,2
2621,1339,66,0,,3
2622,1340,33,0,Shizuka-Gozen,1
2623,1340,1,0,"Tadanobu Sato, in fact Fox Tadanobu",2
2624,1340,9,0,Tsure [narrative/assistant narrator],3
2625,1340,54,0,Tsure [narrative/assistant narrator],4
2626,1340,55,0,Tsure [narrative/assistant narrator],5
2627,1340,35,0,Tsure [narrative/assistant narrator],6
2628,1340,56,,Tsure [narrative/assistant narrator],7
2629,1340,57,,Tsure [narrative/assistant narrator],8
2630,1341,29,0,Part 1,1
2631,1341,31,0,Part 2,2
2632,1341,55,54,Part 3,3
2633,1341,57,56,Part 3: Yoshitsune,4
2634,1342,66,0,Yajirobe,1
2635,1342,6,0,Kitahachi,2
2636,1342,63,0,Buddhist priest,3
2637,1342,5,0,Father,4
2638,1342,55,0,Son,5
2639,1343,1,0,,1
2640,1343,66,0,,2
2641,1344,60,0,,1
2642,1344,39,0,,2
2643,1344,38,0,,3
2644,1344,73,0,,4
2645,1344,59,0,,5
2646,1344,58,0,,6
2647,1345,35,0,Kuchi [Part 1],1
2648,1345,68,0,Naka [Part 2],2
2649,1345,33,0,Kiri [Part 3],3
2650,1346,53,0,,1
2651,1347,5,0,,1
2652,1348,6,0,,1
2653,1349,54,0,Kuchi [Part 1],1
2654,1349,29,0,Naka [Part 2],2
2655,1349,31,0,Kiri [Part 3],3
2656,1350,56,0,Atsumori,1
2657,1350,57,0,Koyuki,2
2658,1350,62,0,Oiwa,3
2659,1350,36,0,Midaroku,4
2660,1351,1,0,,1
2661,1352,9,0,,1
2662,1353,2,0,Kiri [Part 1],1
2663,1353,34,0,Ato [Part 2],2
2664,1354,55,0,Kuchi [Part 1],1
2665,1354,63,0,Naka [Part 2],2
2666,1354,66,0,Kiri [Part 3],3
2667,1355,1,0,Part 1,1
2668,1355,2,0,Part 2,2
2669,1356,5,0,Part 1,1
2670,1356,6,0,Part 2,2
2671,1357,9,0,,1
2672,1358,29,0,,1
2673,1359,31,0,[Kiri],1
2674,1360,33,0,Ohatsu,1
2675,1360,34,0,Tokubei,2
2676,1360,35,0,Tsure [narrative/assistant narrator],3
2677,1360,36,0,Tsure [narrative/assistant narrator],4
2678,1360,73,6,Tsure [narrative/assistant narrator],5
2679,1360,39,0,(Third substitute for Mojiedayū),6
2680,1361,53,0,Yohei,1
2681,1361,54,0,Okichi,2
2682,1361,55,0,Hichizaemon,3
2683,1361,56,0,Hachiya,4
2684,1361,57,0,Kogiku,5
2685,1361,58,0,Moriemon,6
2686,1361,59,,Millionaire,7
2687,1361,60,,Yagoro,8
2688,1362,62,0,Part 1,1
2689,1362,63,0,Part 2,2
2690,1363,66,0,[Kiri],1
2691,1364,68,0,,1
2692,1365,66,0,Okina,1
2693,1365,29,0,Senzai,2
2694,1365,63,0,Sambaso,3
2695,1365,53,0,Sambaso,4
2696,1365,57,0,Tsure [narrative/assistant narrator],5
2697,1365,59,0,Tsure [narrative/assistant narrator],6
2698,1365,73,,Tsure [narrative/assistant narrator],7
2699,1365,39,,Tsure [narrative/assistant narrator],8
2700,1366,56,0,Part 1,1
2701,1366,34,0,Part 2,2
2702,1366,36,0,Part 3,3
2703,1367,53,0,,1
2704,1368,5,0,Part 1,1
2705,1368,9,0,Part 2,2
2706,1368,2,0,Part 3,3
2707,1369,62,0,Part 1,1
2708,1369,1,0,Part 2,2
2709,1370,54,0,kokingo,1
2710,1370,55,0,Yazaemon,2
2711,1370,35,0,Wakaba-no-naishi,3
2712,1370,38,0,Rokudai,4
2713,1371,31,0,Part 1,1
2714,1371,63,0,Part 2,2
2715,1372,33,0,Shizuka-Gozen,1
2716,1372,9,0,"Tadanobu Sato, in fact Fox Tadanobu",2
2717,1372,58,0,Tsure [narrative/assistant narrator],3
2718,1372,60,0,Tsure [narrative/assistant narrator],4
2719,1372,38,0,Tsure [narrative/assistant narrator],5
2720,1373,68,0,Part 1,1
2721,1373,6,0,Part 2,2
2722,1374,34,0,Okina,1
2723,1374,29,0,Senzai,2
2724,1374,54,0,Sambaso,3
2725,1374,55,0,Sambaso,4
2726,1374,73,0,,5
2727,1374,60,0,,6
2728,1374,39,,,7
2729,1375,5,0,Sakuramaru,1
2730,1375,35,0,Yae,2
2731,1375,57,0,matsuomaru,3
2732,1375,58,0,Umeomaru,4
2733,1375,62,0,Kariya,5
2734,1375,38,0,Prince Tokiyo,6
2735,1375,59,,Kiyotsura,7
2736,1376,56,0,Part 1,1
2737,1376,6,0,Part 2,2
2738,1377,53,0,,1
2739,1378,33,0,,1
2740,1379,68,0,,1
2741,1380,31,0,[Kiri],1
2742,1381,9,0,Matsuomaru,1
2743,1381,68,0,Umeomaru,2
2744,1381,54,0,Sakuramaru,3
2745,1381,36,0,Sugiomaru,4
2746,1381,53,0,"Shihei, Minister of the Left",5
2747,1382,1,0,,1
2748,1383,63,0,,1
2749,1384,2,0,,1
2750,1385,55,0,,1
2751,1386,66,0,,1
2752,1387,54,0,Asojiro Miyagi,1
2753,1387,56,0,Miyuki,2
2754,1387,58,0,Priest Gesshin,3
2755,1387,59,0,Asaka,4
2756,1387,60,0,Ronin,5
2757,1387,38,0,Ronin,6
2758,1387,39,,Shikanai,7
2759,1388,68,29,,1
2760,1389,5,0,,1
2761,1390,63,0,,1
2762,1391,36,0,Part 1,1
2763,1391,9,0,Part 2,2
2764,1392,29,68,,1
2765,1393,35,0,Miyuki,1
2766,1393,57,0,Tokuemon,2
2767,1393,62,0,Sekisuke,3
2768,1393,73,0,Professional wader,4
2769,1394,53,0,Miyuki,1
2770,1394,55,0,Sekisuke,2
2771,1394,39,0,Tsure [narrative/assistant narrator],3
2772,1394,38,0,Tsure [narrative/assistant narrator],4
2773,1394,60,0,Tsure [narrative/assistant narrator],5
2774,1395,85,0,,1
2775,1395,38,0,,2
2776,1395,39,0,,3
2777,1395,60,0,,4
2778,1395,36,0,,5
2779,1395,62,0,,6
2780,1395,58,,,7
2781,1395,57,,,8
2782,1396,68,0,,1
2783,1397,54,0,,1
2784,1398,9,0,Mae [Part 1],1
2785,1398,35,0,Mae [Part 1]: Tsure [assistant player],2
2786,1398,53,0,Ato [Part 2],3
2787,1399,9,0,Mae [Part 1],1
2788,1399,35,0,Mae [Part 1]: Tsure [assistant player],2
2789,1399,53,0,Ato [Part 2],3
2790,1400,56,0,Kuchi [Part 1],1
2791,1400,1,0,Oku [Part 2],2
2792,1401,6,0,,1
2793,1402,66,0,[Kiri],1
2794,1403,5,0,Naka [Part 1],1
2795,1403,2,0,Kiri [Part 2],2
2796,1404,34,0,,1
2797,1405,33,0,[Kiri],1
2798,1406,29,0,Ohatsu,1
2799,1406,63,55,Tokubei,2
2800,1406,55,35,Tsure [narrative/assistant narrator],3
2801,1406,73,0,Tsure [narrative/assistant narrator],4
2802,1406,59,0,Tsure [narrative/assistant narrator],5
2803,1407,85,0,,1
2804,1407,38,0,,2
2805,1407,60,0,,3
2806,1407,39,0,,4
2807,1407,62,0,,5
2808,1407,58,0,,6
2809,1408,35,0,Part 1,1
2810,1408,6,0,Part 2,2
2811,1409,56,0,Part 1,1
2812,1409,33,0,Part 2,2
2813,1409,5,0,Part 2: Tsure [narrative/assistant narrator],3
2814,1410,54,0,Part 1,1
2815,1410,31,0,Part 2,2
2816,1411,29,0,,1
2817,1411,5,0,,2
2818,1411,59,0,,3
2819,1411,73,0,,4
2820,1412,34,0,Yakambei,1
2821,1412,1,0,Yokambei,2
2822,1412,57,0,Kuzunoha,3
2823,1412,58,0,Akuemon,4
2824,1412,36,0,Yasuna's son,5
2825,1413,55,0,[Naka],1
2826,1414,2,0,[Kiri],1
2827,1415,63,0,,1
2828,1416,53,0,Part 1,1
2829,1416,66,0,Part 2,2
2830,1417,68,0,Part 1,1
2831,1417,9,0,Part 2,2
2832,1418,53,0,Mae [Part 1],1
2833,1418,66,0,Kiri [Part 2],2
2834,1419,35,0,,1
2835,1419,34,0,,2
2836,1420,35,0,,1
2837,1420,34,0,,2
2838,1421,66,0,[Kiri],1
2839,1422,34,0,"Tadanobu Sato, in fact Fox Tadanobu",1
2840,1422,53,0,Shizuka-Gozen,2
2841,1422,35,0,Tsure [narrative/assistant narrator],3
2842,1422,60,0,Tsure [narrative/assistant narrator],4
2843,1423,5,0,Matagoro,1
2844,1423,54,0,Shizuma,2
2845,1423,55,0,Tanemon,3
2846,1423,35,0,Segawa,4
2847,1423,58,0,Sadashichi,5
2848,1423,38,60,Guard,6
2849,1423,36,,Jitsunai,7
2850,1424,1,0,,1
2851,1425,53,0,Part 1,1
2852,1425,66,0,Part 2,2
2853,1426,2,0,[Kiri],1
2854,1427,34,0,,1
2855,1428,9,0,Part 1,1
2856,1428,6,0,Part 2,2
2857,1429,68,0,,1
2858,1429,62,0,Tsure [narrative/assistant narrator],2
2859,1430,31,0,,1
2860,1431,33,0,,1
2861,1432,73,59,Tsure [narrative/assistant narrator],1
2862,1432,39,85,Tsure [narrative/assistant narrator],2
2863,1432,29,0,Konami,3
2864,1432,63,0,Tonase,4
2865,1432,56,0,Tsure [narrative/assistant narrator],5
2866,1432,57,0,Tsure [narrative/assistant narrator],6
2867,1433,5,0,Kosuke,1
2868,1433,56,0,Hisamatsu,2
