id,pscene_id,narrator_id,tayusub_id,tayu_description,sortorder
2869,1433,57,0,Fortune teller,3
2870,1433,58,0,Sashiro,4
2871,1433,62,0,Osome,5
2872,1433,38,0,Kanroku,6
2873,1433,60,,Yachuta,7
2874,1433,39,,Servants,8
2875,1433,85,,Kinemon,9
2876,1434,54,0,Part 1,1
2877,1434,68,0,Part 2,2
2878,1434,29,0,Part 3,3
2879,1435,63,0,Benkei,1
2880,1435,53,0,Togashi,2
2881,1435,35,0,Yoshitsune,3
2882,1435,36,0,Saburo Ise,4
2883,1435,59,0,Jiro Suruga,5
2884,1435,73,0,Hachiro Kataoka,6
2885,1435,39,,Hitachibo,7
2886,1435,60,,Barrier Guards,8
2887,1435,38,,Barrier Guards,9
2888,1436,34,1,,1
2889,1438,85,0,,1
2890,1438,38,0,,2
2891,1438,39,0,,3
2892,1438,60,0,,4
2893,1438,62,0,,5
2894,1438,58,0,,6
2895,1439,5,0,Moronao,1
2896,1439,56,0,Wakasanosuke,2
2897,1439,57,0,Kaoyo,3
2898,1440,62,0,,1
2899,1441,35,0,,1
2900,1442,34,0,,1
2901,1443,54,0,,1
2902,1444,63,0,,1
2903,1445,31,0,,1
2904,1446,73,0,,1
2905,1447,36,0,,1
2906,1448,53,0,,1
2907,1449,29,0,,1
2908,1450,2,0,,1
2909,1451,66,0,Yuranosuke,1
2910,1451,39,0,Rikiya,2
2911,1451,55,0,Jutaro,3
2912,1451,56,0,Kitahachi,4
2913,1451,36,0,Yagoro,5
2914,1451,60,0,Tea house maid,6
2915,1451,33,,Okaru,7
2916,1451,85,,Tea house maid,8
2917,1451,57,,Tea house proprietor,9
2918,1451,9,,Bannai,10
2919,1451,53,,Kudayu,11
2920,1451,6,,Heiemon,12
2921,1452,58,0,Yuranosuke,1
2922,1452,59,0,Rikiya,2
2923,1452,38,0,Heiemon,3
2924,1452,85,0,Jutaro,4
2925,1453,1,0,Tarokaja,1
2926,1453,54,0,Warlord,2
2927,1453,35,0,Beautiful woman,3
2928,1453,68,0,Ugly woman,4
2929,1454,5,0,Part 1,1
2930,1454,2,0,Part 2,2
2931,1455,33,0,,1
2932,1456,68,0,Courtesan Umegawa,1
2933,1456,53,0,Chubei,2
2934,1456,57,0,Tsure [narrative/assistant narrator],3
2935,1456,58,0,Tsure [narrative/assistant narrator],4
2936,1456,60,38,Tsure [narrative/assistant narrator],5
2937,1457,34,0,Part 1,1
2938,1457,63,0,Part 2,2
2939,1458,6,0,,1
2940,1459,9,0,Kaheiji,1
2941,1459,54,0,Osaga,2
2942,1459,56,0,Tsure [narrative/assistant narrator],3
2943,1459,62,0,Tsure [narrative/assistant narrator],4
2944,1459,59,73,Tsure [narrative/assistant narrator],5
2945,1460,66,0,,1
2946,1461,31,0,,1
2947,1462,29,0,Ochiyo [Shin],1
2948,1462,1,0,Hanbei [Shinju],2
2949,1462,35,0,Tsure [narrative/assistant narrator],3
2950,1462,36,0,Tsure [narrative/assistant narrator],4
2951,1462,39,85,Tsure [narrative/assistant narrator],5
2952,1463,54,0,Tayu,1
2953,1463,55,0,Saizo,2
2954,1463,35,0,Tsure [narrative/assistant narrator],3
2955,1463,56,0,Tsure [narrative/assistant narrator],4
2956,1463,57,0,Tsure [narrative/assistant narrator],5
2957,1463,62,36,Tsure [narrative/assistant narrator],6
2958,1464,9,0,,1
2959,1464,6,0,,2
2960,1464,33,0,,3
2961,1464,31,0,,4
2962,1464,99,0,,5
2963,1464,2,0,,6
2964,1464,34,,,7
2965,1464,73,,,8
2966,1464,60,,,9
2967,1465,9,0,Part 1,1
2968,1465,99,0,Part 2,2
2969,1466,99,0,,1
2970,1467,1,0,Part 1,1
2971,1467,31,0,Part 2,2
2972,1467,29,0,Part 3,3
2973,1468,68,0,Part 1,1
2974,1468,2,0,Part 2,2
2975,1469,63,0,Part 1,1
2976,1469,6,0,Part 2,2
2977,1470,33,0,Akoya,1
2978,1470,34,0,Shigetada,2
2979,1470,53,0,Iwanaga,3
2980,1470,5,0,Hanzawa,4
2981,1470,58,0,Servant,5
2982,1470,59,0,,6
2983,1470,73,,,7
2984,1470,38,,,8
2985,1470,60,,,9
2986,1470,39,,,10
2987,1470,85,,,11
2988,1471,55,0,Tayu,1
2989,1471,56,0,Saizo,2
2990,1471,57,0,Tsure [narrative/assistant narrator],3
2991,1471,62,36,Tsure [narrative/assistant narrator],4
2992,1471,59,73,Tsure [narrative/assistant narrator],5
2993,1472,31,0,,1
2994,1473,9,0,,1
2995,1473,33,0,,2
2996,1473,31,0,,3
2997,1473,99,0,,4
2998,1473,2,0,,5
2999,1473,34,0,,6
3000,1473,73,,,7
3001,1473,60,,,8
3002,1473,6,,,9
3003,1474,9,0,,1
3004,1474,99,0,,2
3005,1475,9,0,,1
3006,1475,99,0,,2
3007,1476,1,0,Tarokaja,1
3008,1476,54,0,Warlord,2
3009,1476,35,0,Beautiful woman,3
3010,1476,29,0,Ugly woman,4
3011,1477,68,0,,1
3012,1478,34,0,,1
3013,1478,2,0,,2
3014,1479,6,0,,1
3015,1480,33,0,Akoya,1
3016,1480,63,0,Shigetada,2
3017,1480,53,0,Iwanaga,3
3018,1480,5,0,Hanzawa,4
3019,1480,38,85,Servant,5
3020,1480,39,60,Servant,6
3021,1480,58,,Servant,7
3022,1481,5,0,,1
3023,1481,35,0,,2
3024,1481,59,73,,3
3025,1481,38,60,,4
3026,1481,39,85,,5
3027,1482,62,36,,1
3028,1483,9,0,Part 1,1
3029,1483,68,0,Part 2,2
3030,1484,58,0,Part 1,1
3031,1484,63,0,Part 2,2
3032,1484,54,55,Part 3,3
3033,1485,29,0,Wakana,1
3034,1485,53,0,Tsuna,2
3035,1485,56,0,Ugenta,3
3036,1485,57,0,Sagenta,4
3037,1486,57,0,Part 1,1
3038,1486,53,0,Part 2,2
3039,1487,39,0,Part 1,1
3040,1487,33,0,Part 2,2
3041,1488,54,0,Isonojo,1
3042,1488,56,0,Onaka,2
3043,1488,58,0,Sabu,3
3044,1488,62,0,Dempachi,4
3045,1489,55,0,Part 1,1
3046,1489,2,0,Part 2,2
3047,1490,1,0,Giheiji,1
3048,1490,63,0,Danshichi,2
3049,1491,34,0,Part 1,1
3050,1491,54,0,Part 2,2
3051,1492,68,0,Part 1,1
3052,1492,29,0,Part 2,2
3053,1493,99,0,[Kiri],1
3054,1494,5,0,Hikokuro,1
3055,1494,56,0,Ofuji,2
3056,1494,36,0,Gen-emon,3
3057,1494,60,0,Yura,4
3058,1494,85,0,Bunroku,5
3059,1495,55,0,,1
3060,1495,57,0,,2
3061,1495,59,0,,3
3062,1495,73,0,,4
3063,1496,55,0,Prince Usugumo,1
3064,1496,35,0,Katsura,2
3065,1496,56,0,Unemenosuke,3
3066,1496,58,0,Inubuchi,4
3067,1496,38,0,Maid,5
3068,1496,60,0,Maid,6
3069,1496,39,,Maid,7
3070,1497,9,0,Part 1,1
3071,1497,99,0,Part 2,2
3072,1498,34,0,Part 1,1
3073,1498,31,0,Part 2,2
3074,1499,29,0,Komaki,1
3075,1499,63,0,Sukekuni,2
3076,1499,57,0,Tsure [narrative/assistant narrator],3
3077,1499,59,0,Tsure [narrative/assistant narrator],4
3078,1499,73,0,Tsure [narrative/assistant narrator],5
3079,1499,85,0,Tsure [narrative/assistant narrator],6
3080,1500,1,0,"Sanemori, a Heike general",1
3081,1500,68,0,"Koman, Kurosuke's daughter",2
3082,1500,54,0,"Saemon, a Heike general",3
3083,1500,36,0,"Chuta, a Heike warrior",4
3084,1500,62,0,"Munemori, son of Shigemori",5
3085,1501,5,0,Part 1,1
3086,1501,6,0,Part 2,2
3087,1501,2,0,Part 3,3
3088,1502,53,0,Part 1,1
3089,1502,33,0,Part 2,2
3090,1503,33,0,,1
3091,1504,55,0,,1
3092,1505,56,0,Part 1,1
3093,1505,29,0,Part 2,2
3094,1506,9,0,,1
3095,1507,5,0,Part 1,1
3096,1507,99,0,Part 2,2
3097,1508,53,0,,1
3098,1509,35,0,Kuchi [Part 1],1
3099,1509,6,0,Oku [Part 2],2
3100,1509,36,0,Ato [Part 3],3
3101,1510,68,0,,1
3102,1511,54,0,"Genjo, later named Sanzohoshi",1
3103,1511,57,0,Songoku,2
3104,1511,38,0,"Chogohachi, later known as Chohakkai",3
3105,1511,60,0,"Gaikotsu, in fact Sagojo",4
3106,1511,39,0,Boatman,5
3107,1511,73,0,Priest Homei,6
3108,1511,59,,Priest Homei,7
3109,1511,62,,Buddha,8
3110,1512,58,0,Part 1,1
3111,1512,2,0,Part 2,2
3112,1513,63,0,Part 1,1
3113,1513,31,0,Part 2,2
3114,1514,63,0,,1
3115,1515,2,0,,1
3116,1516,68,0,Shirayuri,1
3117,1516,5,0,Byakuranni,2
3118,1516,55,0,Kompei,3
3119,1516,56,0,Ukon,4
3120,1516,57,0,Sakon,5
3121,1516,63,0,Konzo,6
3122,1517,34,0,Main reciter,1
3123,1517,36,0,Tsure [Narative Singing or Assistant Reciter],2
3124,1517,85,0,Tsure [Narative Singing or Assistant Reciter],3
3125,1518,34,0,,1
3126,1518,36,0,Tsure [narrative/assistant narrator],2
3127,1518,85,0,Tsure [narrative/assistant narrator],3
3128,1519,68,0,,1
3129,1519,53,0,,2
3130,1519,58,0,,3
3131,1519,73,0,,4
3132,1519,39,0,,5
3133,1520,9,0,,1
3134,1520,35,0,,2
3135,1520,62,0,,3
3136,1521,29,0,,1
3137,1522,6,0,,1
3138,1523,9,0,Main reciter,1
3139,1523,38,0,Tsure [narrative/assistant narrator],2
3140,1524,1,0,,1
3141,1525,99,0,Mae [Part 1],1
3142,1525,31,0,Ato [Part 2],2
3143,1526,29,0,Ohan,1
3144,1526,54,0,Choemon,2
3145,1526,60,0,Tsure [narrative/assistant narrator],3
3146,1526,85,0,Tsure [narrative/assistant narrator],4
3147,1527,55,0,,1
3148,1527,57,0,,2
3149,1527,73,0,,3
3150,1527,85,0,,4
3151,1528,54,0,,1
3152,1529,9,0,,1
3153,1530,53,0,Midaroku,1
3154,1530,54,0,Magosaku,2
3155,1530,55,0,Yojiro,3
3156,1530,35,0,Fuji-no-tsubone,4
3157,1530,56,0,Koyuki/Chuta,5
3158,1530,60,0,Tambei,6
3159,1530,58,,Chukichi,7
3160,1530,62,,Gozaemon,8
3161,1530,36,,Matahei,9
3162,1530,38,,Umpei,10
3163,1531,5,0,,1
3164,1532,29,0,Part 1,1
3165,1532,63,0,Part 2,2
3166,1533,99,6,,1
3167,1534,99,6,,1
3168,1535,9,0,Jurojin,1
3169,1535,5,0,Daikokuten,2
3170,1535,55,0,Hotei,3
3171,1535,35,0,Benzaiten,4
3172,1535,56,0,Fukurokuju,5
3173,1535,58,0,Ebisu,6
3174,1535,62,,Bishamon,7
3175,1536,1,0,,1
3176,1537,99,0,[Kiri],1
3177,1538,31,0,[Kiri],1
3178,1539,63,0,,1
3179,1539,54,0,,2
3180,1539,57,0,,3
3181,1539,73,0,,4
3182,1539,38,60,,5
3183,1539,39,85,,6
3184,1540,68,0,Part 1,1
3185,1540,6,0,Part 2,2
3186,1541,53,0,Part 1,1
3187,1541,2,0,Part 2,2
3188,1542,34,0,,1
3189,1543,29,0,,1
3190,1543,36,0,Tsure [narrative/assistant narrator],2
3191,1544,1,0,,1
3192,1545,31,0,,1
3193,1546,34,0,,1
3194,1546,58,0,Tsure [narrative/assistant narrator],2
3195,1546,85,0,Tsure [narrative/assistant narrator],3
3196,1547,9,0,,1
3197,1547,35,0,,2
3198,1547,62,0,,3
3199,1548,29,0,,1
3200,1549,6,0,,1
3201,1550,63,0,Monkey,1
3202,1550,53,0,Feudal Lord,2
3203,1550,54,0,Retainer,3
3204,1550,38,0,Tsure [narrative/assistant narrator],4
3205,1550,73,0,Tsure [narrative/assistant narrator],5
3206,1550,39,0,Tsure [narrative/assistant narrator],6
3207,1551,5,0,Watonai,1
3208,1551,55,0,Ro Ikkan's wife,2
3209,1551,56,0,Taijin,3
3210,1551,57,0,Ro Ikkan,4
3211,1551,36,0,Beaters,5
3212,1551,60,0,Beaters,6
3213,1552,68,0,,1
3214,1553,2,0,[Kiri],1
3215,1554,99,0,[Kiri],1
3216,1555,99,0,,1
3217,1556,5,0,Kuganosuke,1
3218,1556,35,0,Hinadori,2
3219,1556,58,0,Gemba,3
3220,1556,60,0,Kogiku,4
3221,1556,39,0,Kikyo,5
3222,1556,85,0,Uneme,6
3223,1557,56,0,,1
3224,1558,85,0,,1
3225,1559,62,0,,1
3226,1560,54,55,,1
3227,1561,9,63,,1
3228,1562,53,0,,1
3229,1563,6,0,(Imoyama),1
3230,1563,99,0,(Seyama),2
3231,1564,1,0,,1
3232,1565,31,0,,1
3233,1566,29,0,Omiwa,1
3234,1566,63,0,"Motome, actually Fujiwara Tankai Apr 5-12",2
3235,1566,9,0,"Motome, actually Fujiwara Tankai Apr 13-20",3
3236,1566,68,0,Tachibana,4
3237,1566,57,0,Tsure [narrative/assistant narrator],5
3238,1566,73,0,Tsure [narrative/assistant narrator],6
3239,1567,35,0,Part 1,1
3240,1567,2,0,Part 2,2
3241,1568,68,0,,1
3242,1569,34,0,,1
3243,1570,56,0,Part 1,1
3244,1570,29,0,Part 2,2
3245,1571,57,0,Part 1,1
3246,1571,63,0,Part 2,2
3247,1572,58,0,Part 1,1
3248,1572,68,0,Part 2,2
3249,1572,31,0,Part 3,3
3250,1573,34,0,,1
3251,1574,99,0,[Kiri],1
3252,1575,1,0,Sukehei,1
3253,1575,53,0,Shizuma,2
3254,1575,35,0,Osode,3
3255,1575,60,0,Tsure [narrative/assistant narrator],4
3256,1575,39,0,Tsure [narrative/assistant narrator],5
3257,1575,73,0,Tsure [narrative/assistant narrator],6
3258,1576,5,0,,1
3259,1577,55,0,Part 1,1
3260,1577,9,0,Part 2,2
3261,1577,2,0,Part 3,3
3262,1578,6,0,,1
3263,1579,54,0,Masaemon,1
3264,1579,62,0,Shizuma,2
3265,1579,36,0,Rinzaemon,3
3266,1579,60,0,Matagoro,4
3267,1579,85,0,servant,5
3268,1580,35,0,"Sanemori, a Heike general",1
3269,1580,56,0,"Koman, Kurosuke's daughter",2
3270,1580,36,0,"Saemon, a Heike general",3
3271,1580,39,0,"Chuta, a Heike warrior",4
3272,1580,85,0,"Munemori, son of Shigemori",5
3273,1581,58,0,Part 1,1
3274,1581,1,0,Part 2,2
3275,1581,2,0,Part 3,3
3276,1582,6,0,,1
3277,1583,29,0,Otowa,1
3278,1583,9,0,Inagawa,2
3279,1583,5,0,Tetsugatake,3
3280,1583,57,0,Shichibei,4
3281,1583,62,0,Saemon,5
3282,1583,39,0,Crier,6
3283,1584,29,0,Otowa,1
3284,1584,9,0,Inagawa,2
3285,1584,5,0,Tetsugatake,3
3286,1584,57,0,Shichibei,4
3287,1584,62,0,Saemon,5
3288,1584,39,0,Crier,6
3289,1585,53,0,Part 1,1
3290,1585,34,0,Part 2,2
3291,1586,99,0,[Kiri],1
3292,1587,63,0,,1
3293,1588,68,0,Komaki,1
3294,1588,54,0,Sukekuni,2
3295,1588,62,0,Narrative,3
3296,1588,60,0,Tsure [narrative/assistant narrator],4
3297,1588,73,0,Tsure [narrative/assistant narrator],5
3298,1588,38,0,Tsure [narrative/assistant narrator],6
3299,1589,54,0,Shunkin,1
3300,1589,35,0,Sasuke,2
3301,1589,56,0,Ritaro,3
3302,1589,57,0,Tonpachi,4
3303,1589,62,0,Utakichi,5
3304,1590,9,0,,1
3305,1591,6,0,,1
3306,1592,53,0,Yasuzaemon,1
3307,1592,36,0,Osayo,2
3308,1593,63,0,,1
3309,1594,29,0,Ushiwakamaru,1
3310,1594,1,0,Benkei,2
3311,1594,58,0,Narrative,3
3312,1594,60,0,,4
3313,1594,73,0,,5
3314,1595,5,0,,1
3315,1596,99,0,Part 1,1
3316,1596,34,0,Part 2,2
3317,1597,2,0,[Kiri],1
3318,1598,68,0,,1
3319,1598,35,0,,2
3320,1598,39,0,,3
3321,1598,38,0,,4
3322,1598,85,0,,5
3323,1599,5,0,Kuganosuke,1
3324,1599,35,0,Hinadori,2
3325,1599,58,0,Gemba,3
3326,1599,60,0,Kogiku,4
3327,1599,39,0,Kikyo,5
3328,1599,85,0,Uneme,6
3329,1600,62,0,Part 1,1
3330,1600,53,0,Part 2,2
3331,1601,56,0,,1
3332,1602,9,0,,1
3333,1603,6,0,Kiyozumi,1
3334,1603,63,0,Kuganosuke,2
3335,1603,99,0,Sadaka,3
3336,1603,68,0,Hinadori,4
3337,1604,38,0,,1
3338,1605,54,0,Part 1,1
3339,1605,9,0,Part 2,2
3340,1605,1,0,Part 3,3
3341,1606,53,0,Part 1,1
3342,1606,31,0,Part 2,2
3343,1607,29,0,Omiwa,1
3344,1607,63,0,"Motome, actually Fujiwara Tankai",2
3345,1607,68,0,Tachibana,3
3346,1607,57,0,Narrative,4
3347,1607,62,0,Narrative,5
3348,1607,73,0,Narrative,6
3349,1608,36,0,Part 1,1
3350,1608,2,0,Part 2,2
3351,1608,29,0,Part 3,3
3352,1608,34,0,Part 4,4
3353,1609,36,0,Part 1,1
3354,1609,2,0,Part 2,2
3355,1609,29,0,Part 3,3
3356,1609,34,0,Part 4,4
3357,1610,36,0,Part 1,1
3358,1610,2,0,Part 2,2
3359,1610,29,0,Part 3,3
3360,1610,34,0,Part 4,4
3361,1611,1,0,,1
3362,1612,99,0,[Kiri],1
3363,1613,34,0,,1
3364,1613,35,0,Tsure [narrative/assistant narrator],2
3365,1613,58,0,Tsure [narrative/assistant narrator],3
3366,1613,85,0,Tsure [narrative/assistant narrator],4
3367,1614,2,0,[Kiri],1
3368,1615,53,0,Part 1,1
3369,1615,6,0,Part 2,2
3370,1616,63,0,,1
3371,1617,68,0,Koharu,1
3372,1617,55,0,Jihei,2
3373,1617,57,0,Narrative,3
3374,1617,36,0,,4
3375,1617,38,73,,5
3376,1618,9,0,Part 1,1
3377,1618,54,0,Part 2,2
3378,1619,31,0,[Kiri],1
3379,1620,29,0,Courtesan Umegawa,1
3380,1620,5,0,Chube,2
3381,1620,56,0,Narrative,3
3382,1620,62,0,,4
3383,1620,60,0,,5
3384,1620,39,85,,6
3385,1621,34,0,Okina,1
3386,1621,68,0,Chitose,2
3387,1621,53,0,Sanbaso,3
3388,1621,5,0,Sanbaso,4
3389,1621,58,0,Tsure [narrative/assistant narrator],5
3390,1621,39,85,Tsure [narrative/assistant narrator],6
3391,1622,9,0,,1
3392,1623,2,0,Part 1,1
3393,1623,1,0,Part 2,2
3394,1624,6,0,,1
3395,1625,35,0,Part 1,1
3396,1625,99,0,Part 2,2
3397,1626,54,0,Part 1,1
3398,1626,31,0,Part 2,2
3399,1627,29,0,,1
3400,1627,55,0,,2
3401,1627,57,0,,3
3402,1627,60,73,,4
3403,1627,63,0,,5
3404,1627,62,36,,6
3405,1627,56,,,7
3406,1628,29,0,,1
3407,1628,55,0,,2
3408,1628,57,0,,3
3409,1628,60,73,,4
3410,1628,63,0,,5
3411,1628,62,36,,6
3412,1628,56,,,7
3413,1629,29,0,,1
3414,1629,55,0,,2
3415,1629,57,0,,3
3416,1629,60,73,,4
3417,1629,63,0,,5
3418,1629,62,36,,6
3419,1629,56,,,7
3420,1630,29,0,,1
3421,1630,55,0,,2
3422,1630,57,0,,3
3423,1630,60,73,,4
3424,1630,63,0,,5
3425,1630,62,36,,6
3426,1630,56,,,7
3427,1631,9,0,Part 1,1
3428,1631,6,0,Part 2,2
3429,1632,54,0,Part 1,1
3430,1632,99,0,Part 2,2
3431,1633,68,0,,1
3432,1634,29,0,Part 1,1
3433,1634,34,0,Part 2,2
3434,1635,2,0,[Kiri],1
3435,1636,68,0,Yugiri,1
3436,1636,63,0,Izaemon,2
3437,1636,5,0,Ryoku,3
3438,1636,56,0,Myojun,4
3439,1636,58,0,Kizaemon,5
3440,1636,62,0,Baian,6
3441,1636,36,,"Osugi, a tea house maid",7
3442,1636,85,,Gennosuke,8
3443,1637,31,0,[Kiri],1
3444,1638,55,0,Part 1,1
3445,1638,1,0,Part 2,2
3446,1639,63,0,,1
3447,1640,53,0,Koharu,1
3448,1640,35,0,Jihei,2
3449,1640,39,0,Narrative,3
3450,1640,60,0,,4
3451,1640,73,0,,5
3452,1641,34,0,,1
3453,1642,34,0,,1
3454,1643,68,0,The Inari God,1
3455,1643,35,0,Munechika,2
3456,1643,36,0,Michinari,3
3457,1643,60,73,Tsure [narrative/assistant narrator],4
3458,1644,54,0,,1
3459,1645,1,0,,1
3460,1646,99,0,[Kiri],1
3461,1647,85,0,,1
3462,1647,73,0,,2
3463,1647,39,0,,3
3464,1647,60,0,,4
3465,1647,36,0,,5
3466,1647,58,0,,6
3467,1647,57,,,7
3468,1648,53,0,Mitsuhide,1
3469,1648,5,0,Harunaga,2
3470,1648,55,0,Rammaru,3
3471,1648,35,0,Jujiro,4
3472,1648,56,0,Naniwa-Chunagon Kanefuyu,5
3473,1649,62,0,Part 1,1
3474,1649,34,0,Part 2,2
3475,1650,54,0,Part 1,1
3476,1650,68,0,Part 2,2
3477,1651,99,0,[Kiri],1
3478,1652,63,0,Part 1,1
3479,1652,31,0,Part 2,2
3480,1653,29,0,Part 1,1
3481,1653,2,0,Part 2,2
3482,1654,9,0,,1
3483,1656,1,0,,1
3484,1657,6,0,,1
3485,1658,55,5,,1
3486,1659,53,29,,1
3487,1660,35,35,Ohatsu,1
3488,1660,58,57,Tokubei,2
3489,1660,36,60,Tsure [narrative/assistant narrator] June 3-11,3
3490,1660,39,73,Tsure [narrative/assistant narrator] June 12-20,4
3491,1661,54,0,Ohatsu,1
3492,1661,62,0,Tokubei,2
3493,1661,85,0,Tsure [narrative/assistant narrator],3
3494,1661,56,0,,4
3495,1661,63,0,,5
3496,1662,54,0,Ohatsu,1
3497,1662,62,0,Tokubei,2
3498,1662,85,0,Tsure [narrative/assistant narrator],3
3499,1662,56,0,,4
3500,1662,63,0,,5
3501,1663,54,0,Ohatsu,1
3502,1663,62,0,Tokubei,2
3503,1663,85,0,Tsure [narrative/assistant narrator],3
3504,1663,56,0,,4
3505,1663,63,0,,5
3506,1664,55,0,Part 1,1
3507,1664,53,0,Part 2,2
3508,1665,54,0,Part 1,1
3509,1665,68,0,Part 2,2
3510,1665,99,0,Part 3,3
3511,1666,63,0,Shizuka-Gozen,1
3512,1666,53,0,"Tadanobu Sato, in fact Fox Tadanobu",2
3513,1666,58,0,Tsure [narrative/assistant narrator],3
3514,1666,62,0,,4
3515,1666,85,0,,5
3516,1667,56,0,Part 1,1
3517,1667,63,0,Part 2,2
3518,1668,5,0,Part 1,1
3519,1668,2,0,Part 2,2
3520,1669,1,0,Giheiji,1
3521,1669,29,0,Danshichi,2
3522,1670,34,0,Benkei,1
3523,1670,9,0,Togashi,2
3524,1670,35,0,Yoshitsune,3
3525,1670,57,0,Saburo Ise,4
3526,1670,36,0,Jiro Suruga,5
3527,1670,60,0,Hachiro Kataoka,6
3528,1670,39,,Hitachibo,7
3529,1670,73,,Barrier Guards,8
3530,1670,85,,Barrier guard,9
3531,1671,5,0,,1
3532,1672,0,0,,1
3533,1673,9,0,Main reciter,1
3534,1673,60,0,Tsure [narrative/assistant narrator],2
3535,1674,99,0,,1
3536,1675,68,0,Ugly woman,1
3537,1675,53,0,Tarokaja,2
3538,1675,54,0,Warlord,3
3539,1675,57,0,Beautiful woman,4
3540,1676,1,0,,1
3541,1677,1,0,,1
3542,1678,1,0,,1
3543,1679,68,0,,1
3544,1680,68,0,,1
3545,1681,34,0,Princess Sarashina,1
3546,1681,9,0,Koremochi Taira,2
3547,1681,35,0,God of the Mountain,3
3548,1681,60,0,Ladies in Waiting,4
3549,1681,39,0,Ladies in Waiting,5
3550,1682,56,0,Part 1: Shinobu,1
3551,1682,57,0,Part 1: Mameshiro,2
3552,1682,58,0,Part 1: Osaki,3
3553,1682,36,0,Part 1: Tenzen,4
3554,1682,73,0,Part 1: Nyohachi,5
3555,1682,85,0,Part 1: Gosaku/Otani,6
3556,1682,53,,Part 2,7
3557,1683,62,0,Part 1,1
3558,1683,68,0,Part 2,2
3559,1683,99,0,Part 3,3
3560,1684,55,0,Part 1,1
3561,1684,2,0,Part 2,2
3562,1685,63,0,Danshichi,1
3563,1685,53,0,Giheiji,2
3564,1686,9,0,,1
3565,1687,34,0,Part 1,1
3566,1687,1,0,Part 2,2
3567,1688,54,0,Part 1,1
3568,1688,31,0,Part 2,2
3569,1689,29,0,Princess Sarashina,1
3570,1689,5,0,Koremochi Taira,2
3571,1689,35,0,God of the Mountain,3
3572,1689,60,0,Ladies in Waiting,4
3573,1689,39,0,Ladies in Waiting,5
3574,1690,56,0,Koshiro,1
3575,1690,57,0,Kosaburo,2
3576,1690,58,0,Moritsuna,3
3577,1690,62,0,Kagaribi,4
3578,1690,85,0,Narrative,5
3579,1691,9,0,,1
3580,1692,99,0,,1
3581,1693,5,0,Part 1,1
3582,1693,1,0,Part 2,2
3583,1694,55,0,Main reciter,1
3584,1694,36,0,Tsure [narrative/assistant narrator],2
3585,1695,68,0,,1
3586,1696,63,0,,1
3587,1697,31,0,[Kiri],1
3588,1698,29,0,Ochiyo,1
3589,1698,68,63,Hanbei,2
3590,1698,62,0,Narrative,3
3591,1698,39,0,Narrative,4
3592,1698,73,0,Narrative,5
3593,1699,34,1,,1
3594,1700,5,0,Kiyomori,1
3595,1700,35,0,Minazuru,2
3596,1700,56,0,Tankai,3
3597,1700,58,0,Hiromori,4
3598,1701,9,0,Part 1,1
3599,1701,63,0,Part 2,2
3600,1702,53,0,Ushiwakamaru,1
3601,1702,54,0,Benke,2
3602,1702,62,0,Narrative,3
3603,1702,60,0,Tsure [narrative/assistant narrator],4
3604,1702,73,0,Tsure [narrative/assistant narrator],5
3605,1703,68,0,Part 1,1
3606,1703,29,0,Part 2,2
3607,1704,55,0,Oshun,1
3608,1704,57,0,Dembei,2
3609,1704,36,0,Narrative,3
3610,1704,39,0,,4
3611,1704,85,0,,5
3612,1705,63,0,Jurojin,1
3613,1705,55,0,Daikokuten,2
3614,1705,57,0,Hotei,3
3615,1705,36,0,Benzaiten,4
3616,1705,39,0,Fukurokuju,5
3617,1705,60,0,Ebisu,6
3618,1705,85,,Bishamon,7
3619,1706,58,0,Part 1,1
3620,1706,1,0,Part 2,2
3621,1707,68,0,Part 1,1
3622,1707,99,0,Part 2,2
3623,1708,54,0,,1
3624,1708,35,0,,2
3625,1708,56,0,,3
3626,1708,62,0,,4
3627,1709,29,0,,1
3628,1710,6,0,,1
3629,1710,53,0,,2
3630,1710,35,0,,3
3631,1710,73,0,,4
3632,1711,9,0,,1
3633,1712,31,0,[Kiri],1
3634,1713,5,0,Part 1,1
3635,1713,34,0,Part 2,2
3636,1714,34,0,,1
3637,1715,34,0,,1
3638,1716,31,0,,1
3639,1717,68,0,Courtesan Umegawa,1
3640,1717,54,0,Chubei,2
3641,1717,58,0,Narrative,3
3642,1717,60,0,,4
3643,1717,85,73,,5
3644,1718,29,54,,1
3645,1719,99,0,,1
3646,1720,63,0,Ohatsu,1
3647,1720,53,0,Tokubei,2
3648,1720,56,0,Narrative,3
3649,1720,62,0,,4
3650,1720,39,0,,5
3651,1721,55,0,Naka [Part 1],1
3652,1721,6,0,Oku [Part 2],2
3653,1722,9,0,Hanjogozen,1
3654,1722,5,0,"Hokaibo, in fact Tengu",2
3655,1722,35,0,Narrative,3
3656,1722,57,0,,4
3657,1722,36,0,,5
3658,1723,1,0,,1
3659,1724,63,0,,1
3660,1725,56,0,Part 1,1
3661,1725,29,0,Part 2,2
3662,1725,1,0,Part 3,3
3663,1726,35,0,,1
3664,1726,57,0,,2
3665,1726,73,0,,3
3666,1726,85,0,,4
3667,1727,35,0,Anju,1
3668,1727,62,0,Zushio,2
3669,1728,6,0,,1
3670,1729,58,0,,1
3671,1730,55,0,Jurosaku,1
3672,1730,57,0,Yoshiro,2
