scene_id,scene_code,scene_order,label_ja,label_ja_sort,label_eng,label_ka,play_id,authority_control
202,Kamakura-06,236,"Kinukawa mura (See also Tsubone shisha, Kome arai, Miuranosuke haha wakare, Takatsuna monogatari)",Kinukawa mura  [Kamakura],"Kinugawa Villege (See also A Visit of Two Ladies-in-Waiting, Rice Washing, Parting of Miuranosuke with His Mother, Takatsuna's Declaration)","絹川村 (See also 局使者, 米洗い, 三浦之助母別れ, 高綱物語)",11,July 2000 Program
203,Kamiko-01,237,Daimonjiya,Daimonjiya [Kamiko],The Daimonjiya Cotton Shop,大文字屋,108,September 1973 Program; January 1991 Program
204,Kanadehon-01,238,Tsurugaoka kabuto aratame,Tsurugaoka kabuto aratame [Kanadehon],The Helmet Identification at Tsurugaoka,鶴が岡兜改め,63,January 1985 Program
205,Kanadehon-02,239,Koika,Koika [Kanadehon],The Love Poem,恋歌,63,December 1976 Program; January 1985 Program
206,Kanadehon-03,240,Momonoi yakata Rikiya jōshi,Momonoi yakata Rikiya joshi [Kanadehon],Rikiya Bears a Message,桃井館力弥上使,63,December 1976 Program
207,Kanadehon-04,241,Matsukiri,Matsukiri [Kanadehon],The Cutting of the Pine Branch,松切り,63,December 1976 Program
208,Kanadehon-05,242,Ōte gebasaki shinmotsu,Ote gebasaki shinmotsu [Kanadehon],The Bribing of Moronao,大手下馬先進物　,63,December 1976 Program; January 1985 Program
209,Kanadehon-06,243,Koshimoto Okaru fumizukai,Koshimoto Okaru fumizukai [Kanadehon],Okaru Delivers the Letter Case (Kaoyo's Poem),おかる文使い,63,December 1976 Program; January 1985 Program
210,Kanadehon-07,244,Denchū ninjō,Denchu ninjo [Kanadehon],The Attack in the Palace,殿中刃傷,63,December 1976 Program; January 1985 Program
211,Kanadehon-08,245,Uramon,Uramon [Kanadehon],The Back Gate,裏門,63,December 1976 Program; January 1985 Program
212,Kanadehon-09,246,Hanakago,Hanakago [Kanadehon],The Flower Basket,花籠,63,January 1985 Program
213,Kanadehon-10,247,Enya yakata Hangan seppuku,Enya yakata Hangan seppuku [Kanadehon],The Suicide of Hangan,塩谷館判官切腹,63,December 1976 Program; December 1976 Program
214,Kanadehon-11,248,Kasumigaseki shiro akewatashi,Kasumigaseki shiro akewatashi [Kanadehon],The Evacuation,霞ヶ関城明渡し,63,January 1985 Program; December 1976 Program
215,Kanadehon-12,249,Yamazaki kaidō deai,Yamazaki kaido deai [Kanadehon],The Encounter on the Yamazaki Highway,山崎街道出合,63,December 1976 Program; January 1985 Program
216,Kanadehon-13,250,Yamazaki kaidō futatsudama,Yamazaki kaido futatsudama [Kanadehon],The Shooting in the Dark,山崎街道二つ玉,63,December 1976 Program; January 1985 Program
217,Kanadehon-14,251,Okaru miuri,Okaru miuri [Kanadehon],The Selling of Okaru,お軽身売り,63,December 1976 Program; January 1985 Program
218,Kanadehon-15,252,Kampei harakiri,Kampei harakiri [Kanadehon],Kampei's Suicide,勘平腹切,63,December 1976 Program; January 1985 Program
219,Kanadehon-16,253,Gion Ichiriki chaya (jaya),Gion Ichiriki chaya (jaya) [Kanadehon],The Ichiriki Tea House in Gion,祇園一力茶屋,63,December 1976 Program; January 1985 Program
220,Kanadehon-17,254,Michiyuki tabiji no yomeiri,Michiyuki tabiji no yomeiri [Kanadehon],The Bridal Journey,道行旅路嫁入り,63,December 1976 Program
221,Kanadehon-18,255,Yuki kokashi,Yuki kokashi [Kanadehon],The Snowball,雪転かし,63,December 1976 Program
222,Kanadehon-19,256,Yamashina kankyo,Yamashina kankyo [Kanadehon],Yuranosuke's House at Yamashina,山科閑居,63,December 1976 Program
224,Kanadehon-20,258,Amagawaya,Amagawaya [Kanadehon],The Amagawaya Shop,天河屋,63,December 1998 Program
225,Kanadehon-21,259,Hanamizubashi hikiage,Hanamizubashi hikiage [Kanadehon],The Hanamizubashi Bridge,花水橋引揚,63,December 1976 Program
226,Kanjincho-01,261,Kanjinchō,Kanjincho [Kanjincho],The Subscription List,勧進帳,31,
227,Karukaya-01,262,Ōuchi yakata,Ouchi yakata [Karukaya],The Ouchi Mansion,大内館,142,September 1983 Program
228,Karukaya-02,263,Imorizake,Imorizake [Karukaya],The Aphrodisiac Wine,守宮酒,142,September 1983 Program
229,Katakiuchi-01,264,Pontochō kashizashiki,Pontocho kashizashiki [Katakiuchi],The Tea House at Pontocho,先斗町貸座敷,94,February 1971 Program
230,Katakiuchi-02,265,Shundō Jirōemon yashiki,Shundo Jiroemon yashiki [Katakiuchi],Shundo Jiroemon's House,春藤次郎右衛門屋敷,94,February 1991 Program; February 1971 Program
231,Katsuragawa-01,268,Ishibe yadoya,Ishibe yadoya [Katsuragawa],The Inn at Ishibe,石部宿屋,32,March 1976 Program; November 1985 Program
232,Katsuragawa-02,269,Rokkakudō,Rokkakudo [Katsuragawa],The Rokkakudo Temple,六角堂,32,March 1976 Program; November 1985 Program
233,Katsuragawa-03,270,Obiya,Obiya [Katsuragawa],The Obi Shop,帯屋,32,March 1976 Program; November 1985 Program
234,Katsuragawa-04,271,Michiyuki oboro no Katsuragawa,Michiyuki oboro no Katsuragawa [Katsuragawa],The Katsura River in a Dim Moonlight,道行朧の桂川,32,
235,KeiseiA-01,272,Junrei uta,Junrei uta [KeiseiA],The Pilgrim's Song,順礼歌,33,July 1980 Program
236,KeiseiH-01,274,Tosa no shōgen kankyo,Tosa no shogen kankyo [KeiseiH],The Tosa Painter's House,土佐将監閑居,34,May 1980 Program
237,KeiseiK-01,275,Ninokuchimura,Ninokuchimura [KeiseiK],Village of Ninokuchi,新口村,35,January 1989 Program
238,KeiseiY-01,276,Chō no michiyuki,Cho no michiyuki [KeiseiY],Butterflies' Travel,蝶の道行,146,May 1992 Program
239,Kiichi-03,279,Kiyomori yakata hyohō (heihō),Kiyomori yakata hyoho  [Kiichi],Kiyomori's Mansion,清盛館兵法,36,November 1991 Program
240,Kiichi-04,280,Kikubatake (See also Okuniwa),Kikubatake [Kiichi],The Chrysanthemum Garden (See also The Rear Garden),菊畑 (See also 奥庭),36,November 1991 Program
241,Kiichi-05,281,Okuniwa (See also Kikubatake),Okuniwa [Kiichi],The Rear Garden (See also The Chrysanthemum Garden),奥庭 (See also 菊畑),36,September 1979 Program
242,Kiichi-06,282,Gojōbashi,Gojobashi [Kiichi],The Gojo Bridge,五条橋,36,November 1991 Program
243,Kinuta-01,283,Kinuta to daimonji,Kinuta to daimonji [Kinuta],The Fulling Block and the Bonfire,きぬたと大文字,12,August 1986 Program
244,Kishi-01,284,Iihara Hyōe yakata,Iihara Hyoe yakata [Kishi],Hyoe's Mansion,飯原館,105,September 1972 Program
245,KoiB-01,285,Ninokuchimura,Ninokuchimura [KoiB],Village of Ninokuchi,新口村,97,October 1971 Program
246,Koino-01,289,Ninokuchimura,Ninokuchimura [Koino],Village of Ninokuchi,新口村,116,January 1982 Program
247,Koimusume-01,286,Saiza kandō,Saiza kando [Koimusume],The Disinheritance of Saizaburo,才三勘当,37,September 1989 Program; November 1970 Program
248,Koinyobo-01,290,Nō butai Sadanoshin seppuku,No butai Sadanoshin seppuku [Koinyobo],Sadanoshin's Suicide,能舞台定之進切腹,38,February 1972 Program
249,Kojo-01,295,Kōjō,Kojo [Kojo],Kōjō [announcement/special performance],口上,140,
250,Kokaji-01,296,Kokaji,Kokaji [Kokaji],Kokaji the Swordsmith,小鍛冶,39,February 1977 Program; July 1988 Program
251,Kokusenya-01,297,Daimin goten,Daimin goten [Kokusenya],The Court of the Ming Emperor,大明御殿,40,February 1980 Program; July 1984 Program
252,Kokusenya-02,298,Okuden,Okuden [Kokusenya],The Rearmost Chamber,大明御殿奥殿,40,February 1980 Program
253,Kokusenya-03,299,Ashibe,Ashibe [Kokusenya],The Reedy Marshes,芦辺,40,February 1980 Program
255,Kokusenya-06,300,Senrigatake toragari,Senrigatake toragari [Kokusenya],The Tiger Hunt,千里が竹虎狩り,40,February 1980 Program
256,Kokusenya-07,301,Rōmon,Romon [Kokusenya],The Castle Gate,楼門,40,February 1980 Program
257,Kokusenya-08,302,Kanki yakata (See also Shishigajō),Kanki yakata  [Kokusenya],Kanki's Mansion (See also The Shishigajo Catsle),甘輝館 (See also 獅子が城),40,February 1980 Program
258,Kokusenya-09,303,Beninagashi (See also Shishigajō),Beninagashi [Kokusenya],The Red Signal (See also The Shishigajo Catsle),紅流し (See also 獅子が城),40,February 1980 Program
259,Komochi-01,307,Kuruwa banashi,Kuruwa banashi [Komochi],The Gay Quarter Gossips,廓噺,41,February 1997 Program
260,KotobukiH-01,308,Dangouri ,Dangouri  [KotobukiH],The Dumpling Peddlers,団子売,42,January 1978 Program
261,KotobukiR-01,310,Minatomachi,Minatomachi [KotobukiR],The House of Sajibei (Sajihei),湊町,150,January 2002 Program; January 1986 Program
263,Kotobukishiki-01,312,Kotobuki shikisanbasō,Kotobuki shikisanbaso [Kotobukishiki],The Dance of Sambaso,寿式三番叟,100,May 1980 Program
264,Kumeno-01,313,Yoshino yama,Yoshino yama [Kumeno],Mount Yoshino,吉野山,121,April 1975 Program; July 1989 Program
265,Kunikotoba-01,314,Ōkawa,Okawa [Kunikotoba],The Okawa River,大川,13,August 1978 Program
266,Kunikotoba-02,315,Goningiri,Goningiri [Kunikotoba],The Mass Murder,五人伐,13,September 1984 Program
267,Kuruwa-01,316,Yoshidaya,Yoshidaya [Kuruwa],The Yoshidaya Tea House,吉田屋,87,January 1990 Program
268,Kusunoki-01,317,Kinuta byōshi,Kinuta Byoshi [Kusunoki],The Laundry,碪拍子,95,May 1990 Program
269,Maidake-01,319,Dai ichimaku,Dai ichimaku [Maidake],Act 1,第一幕,158,August 1988 Program
270,Mandaga-01,321,Kubibiki,Kubibiki [Mandaga],The Tug of War,首引き,44,August 1988 Program
271,Manzai-01,328,Manzai,Manzai [Manzai],The Street Entertainers,万才,165,January 1994 Program
272,Matsukaze-01,329,Utsubozaru,Utsubozaru [Matsukaze],The Monkey Dance,靱猿,136,February 1986 Program; November 1989 Program
273,MeibokuK-01,330,Tōfuya,Tofuya [MeibokuK],The Bean Curd Maker's,豆腐屋,125,July 1988 Program; July 2002 Program
274,MeibokuS-01,335,Takenoma,Takenoma [MeibokuS],The Bamboo Room,竹の間,45,January 1996 Program
275,Meido-01,339,Awajimachi,Awajimachi [Meido],The Kameya Express Agency at Awajimachi,淡路町,7,February 1985 Program
276,Meido-03,340,Fūingiri,Fuingiri [Meido],The Misappropriation (of Money),封印切,7,February 1985 Program
277,Meido-04,341,Michiyuki aiai kago,Michiyuki aiai kago [Meido],The Travel in a Palanquin,道行相合かご,7,February 1985 Program
278,Men-01,344,Menuri,Menuri [Men],The Mask Peddler,面売り,46,December 1993 Program
279,Meoto-01,345,Kitashinchi Sonezaki chaya Sometarō,Kitashinchi Sonezaki chaya Sometaro [Meoto],Teahouse Sometaro at Sonezaki,北新地曽根崎茶屋染太郎,156,July 1990 Program
280,MichiyukiH-01,350,Michiyuki hatsune no tabi,Michiyuki hatsune no tabi  [MichiyukiH],The Travel on Mount Yoshino,道行初音旅,91,May 1981 Program
281,MichiyukiT-01,351,Michiyuki tabiji no yomeiri,Michiyuki tabiji no yomeiri  [MichiyukiT],The Bridal Journey,道行旅路の嫁入,143,December 1976 Program
282,Miura-01,352,Aogaishi Rokurōdayū sumika,Aogaishi Rokurodayu sumika [Miura],The House of Rokurodayu,青貝師六郎太夫住家,149,January 1986 Program
283,Mizuni-03,356,Nagaragawa ukai jōran,Nagaragawa ukai joran [Mizuni],Inspection of the Cormorant Fishing on the Nagara River,長良川鵜飼上覧,111,July 1991 Program
284,Modoribashi-01,357,Modoribashi,Modoribashi [Modoribashi],The Modoribashi Bridge,戻り橋,102,April 1972 Program
285,Modorikago-01,358,Kuruwa banashi,Kuruwa banashi [Modorikago],The Talks About Gay Quarters,廓噺,157,March 1988 Program
286,Mojo-01,359,Sannin zatō,Sannin zato [Mojo],The Three Blind Masseurs,三人座頭,88,February 1968 Program; October 1977 Program
287,Momijigari-01,360,Momijigari,Momijigari [Momijigari],The Maple Viewing Party,紅葉狩,47,September 1981 Program
288,Musume-01,361,Hanabishiya,Hanabishiya [Musume],The Hanabishiya Brothel,花菱屋,48,May 1975 Program; January 1990 Program
289,Nami-01,367,Nami ,Nami  [Nami],Nami,波,131,May 1978 Shinobukai Program; no English translation available
291,Narihibiku-01,369,Kanjinchō,Kanjincho  [Narihibiku],The Subscription List,勧進帳,49,December 1984 Program
292,Natsumatsuri-01,370,Sumiyoshi torii mae,Sumiyoshi torii mae [Natsumatsuri],In Front of the Sumiyoshi Shrine,住吉鳥居前,71,July 1985 Program
293,Natsumatsuri-02,371,Uchihonmachi dōguya,Uchihonmachi doguya [Natsumatsuri],The Curio Shop at Uchihonmachi,内本町道具屋,71,July 1985 Program
294,Natsumatsuri-03,372,Michiyuki imose no hashirigaki,Michiyuki imose no hashirigaki [Natsumatsuri],The Lovers' Trip,道行妹背の走書,71,July 1985 Program
295,Natsumatsuri-04,373,Tsuribune Sabu uchi,Tsuribune Sabu uchi [Natsumatsuri],The House of Sabu,釣船三婦内,71,July 1985 Program
296,Natsumatsuri-05,374,Nagamachi ura,Nagamachi ura [Natsumatsuri],The Back Lane at Nagamachi,長町裏,71,July 1985 Program
297,Natsumatsuri-06,375,Tajimamachi Danshichi uchi,Tajimamachi Danshichi uchi [Natsumatsuri],The House of Danshichi,田島町団七内,71,July 1985 Program
298,Nemo-01,376,Dangouri,Dangouri [Nemo],"The Dumpling Peddlers (""""Nemosaeru Haruno Usuzuki"""")",団子売,74,November 1974 Program
299,Nezumi-01,377,Nezumi no sōshi,Nezumi no soshi [Nezumi],The Rat's Romance,鼠のそうし,103,August 1989 Program
301,NininK-01,379,Ninin kamuro,Ninin kamuro [NininK],Two Girl Attendants to a Courtesan,二人禿,119,February 1975 Program; December 1985 Program
302,NininS-01,380,Ninin sanbasō,Ninin sanbaso [NininS],The Dance of Sambaso,二人三番叟,129,[See Kotobuki Shiki Sanbasō]
303,Ocho-01,381,Dai ikkei,Dai ikkei [Ocho],"Scene 1 (""""Madame Butterfly"""")",第一景,155,August 1987 Program
304,Oeyamano-01,384,Chūnagon Takafusa yakata,Chunagon Takafusa yakata [Oeyamano],Takafusa's Mansion,中納言高房館,161,August 1989 Program
305,OeyamaS-01,392,Tsuchigumo taiji,Tsuchigumo taiji [OeyamaS],The Subjugation of the Earth-Spider,土蜘蛛退治,154,August 1987 Program;August 1991 Program; August 2001 Program
306,Ohan-01,393,Teppō koji,Teppo koji [Ohan],Teppo Alley,鉄砲小路,159,August 1988 Program
307,Omi-03,399,Wada Byōe jōshi,Wada Byoe joshi [Omi],The Visit of Wada Byoe,和田兵衛上使,90,"November 1987 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006); May 1983 Program"
308,Omon-01,403,Omon Tōda,Omon Toda [Omon],Omon Toda,おもん藤太,134,May 1978 Shinobukai Program; Bunka dejitaru raiburarii; no English translation available
309,Onna-01,404,Tokuan tsutsumi,Tokuan tsutsumi [Onna],The Riverbank at Tokuan,徳庵堤茶店,1,February 1982 Program
310,Onna-02,405,Kawachiya uchi,Kawachiya uchi [Onna],The House of Kawachiya,河内屋内,1,February 1982 Program
311,Onna-03,406,Teshimaya aburamise,Teshimaya aburamise [Onna],The Oil Store Teshimaya,豊島屋油店,1,February 1982 Program
312,Onna-04,407,Teshimaya taiya,Teshimaya taiya [Onna],The Memorial Service,豊島屋逮夜,1,February 1982 Program
313,Onshu-01,408,Torii tōge chamise,Torii toge chamise [Onshu],The Tea Stall at Torii Pass,鳥居峠茶店,86,November 1964 Yukahon; no English translation available
314,Oshu-08,419,Shikitae shisha (See also Tamaki no miya akigoten),Shikitae shisha [Oshu],Messenger Shikitae (See also The Mansion of Prince Tamaki),敷妙使者 (See also 環の宮明御殿),110,November 1976 Program
315,Renjishi-01,423,Renjishi,Renjishi [Renjishi],The Lion Dance,連獅子,50,April 1988 Program
316,Roben-01,424,Shiga no sato,Shiga no sato [Roben],The Town of Shiga,志賀の里,68,January 1998 Program
317,Ryuko-01,428,Ryūko,Ryuko [Ryuko],The Dragon and the Tiger,龍虎,118,ū
318,Sagimu-01,429,Sagimusume ,Sagimusume  [Sagimu],The Heron Girl,鷺娘,166,January 1994 Program
319,Saiyuki-01,431,Enma ōkyū,Emma okyu [Saiyuki],Yama's Court,閻魔王宮,51,August 1988 Program
320,Sakura-01,442,Unagidani,Unagidani [Sakura],The Second-Hand Article Dealer's at Unagidani,鰻谷,92,November 1971 Program
321,Sanju-01,443,Kumano sanchū,Kumano sanchu [Sanju],In the Kumano Mountain,熊野山中,77,"June 1986 [no program]; Shin Wa-Ei chūjiten (Tokyo: Kenkyusha, 1995); no English translation available"
322,Sannin-01,447,Sannin katawa,Sannin katawa [Sannin],The Three Oddities,三人片輪,96,September 1972 Program
323,Sansho-04,448,Sanshōdayū yakata,Sanshodayu yakata [Sansho],Sanshodayu's Mansion,さんしょう太夫館,130,August 1977 Sōsaku Bunraku Program [no English program]; no English translation available
324,Seishu-01,456,Akogigaura,Akogigaura [Seishu],Akogi Bay,阿漕浦,122,August 1984 Program
325,Sekitori-01,458,Inagawa uchi,Inagawa uchi [Sekitori],Inagawa's House,猪名川内,52,July 1986 Program
326,Sesshu-02,461,Bandai ike,Bandai ike [Sesshu],The Bandai Pond,万代池,75,"September 1973 Program; September 1980 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006), p. 236"
327,Shichifukujin-01,463,Shichifukujin takara no irifune,Shichifukujin takara no irifune [Shichifukujin],The Seven Gods of Fortune,七福神宝の入舩,53,January 1986 Program
328,Shin-01,485,Jishu Gongen hanami,Jishu Gongen hanami [Shin],The Cherry-Viewing,地主権現花見,56,September 1980 Program
329,ShinjuK-01,464,Rokkenchō,Rokkencho [ShinjuK],The Kasaneizutsu Tea House,六軒町,54,"February 1997 Program; February 1979 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)"
330,ShinjuT-02,466,Kitanoshinchi Kawashō,Kita no shinchi Kawasho [ShinjuT],The Tea House Kawasho,北新地河庄,2,October 1986 Program; April 1979 Program
331,ShinjuT-03,467,Tenma kamiya uchi,Temma kamiya uchi  [ShinjuT],Jihei's House,天満紙屋内,2,October 1986 Program; April 1979 Program
332,ShinjuT-04,468,Yamatoya,Yamatoya [ShinjuT],The Yamatoya Tea House,大和屋,2,October 1986 Program
333,ShinjuY-01,470,Uedamura,Uedamura [ShinjuY],The Village of Ueda,上田村,4,February 1982 Program
334,ShinjuY-02,471,Yaoya,Yaoya [ShinjuY],The Grocery Store,八百屋,4,February 1982 Program
335,ShinjuY-03,472,Michiyuki omoi no mijikayo,Michiyuki omoi no mijikayo [ShinjuY],The Final Trip,道行思ひの短夜,4,February 1982 Program; May 1979 Program
336,Shinpan-02,474,Nozakimura,Nozakimura [Shinpan],The Village of Nozaki,野崎村,80,February 1971 Program; January 1993 Program
337,Shinrei-01,478,Nitta kyojō,Nitta kyojo [Shinrei],Nitta's Castle,新田居城,55,May 1975 Program
338,Shinshu-01,483,Terutora haizen,Terutora haizen [Shinshu],Terutora Serves a Meal,輝虎配膳,106,February 1996 Program; May 1973 Program
340,Shoutsushi-01,498,Ōuchi yakata,Ouchi yakata [Shoutsushi],The Ouchi Mansion,大内館,57,May 1978 Program
341,Shoutsushi-02,492,Tatarahama,Tatarahama [Shoutsushi],Tatara Beach,多々羅浜,57,May 1978 Program
342,Shoutsushi-03,493,Ujigawa,Ujigawa [Shoutsushi],The Uji River,宇治川蛍狩,57,May 1978 Program; June 1984 Program
343,Shoutsushi-04,494,Makuzugahara chamise,Makuzugahara chamise [Shoutsushi],The Tea Stall on the Makuzu Plain,真葛ヶ原真葛が原茶店,57,May 1978 Program
344,Shoutsushi-05,495,Okazaki kakurega,Okazaki kakurega [Shoutsushi],Yuminosuke's House at Okazaki,岡崎隠れ家,57,May 1978 Program
345,Shoutsushi-06,496,Akashinoura funawakare,Akashinoura funawakare [Shoutsushi],The Parting at the Port of Akashi,明石船別れ (明石浦船別れ),57,May 1978 Program
346,Shoutsushi-07,497,Yuminosuke yashiki,Yuminosuke yashiki [Shoutsushi],Yuminosuke's Mansion,弓之助屋舗,57,May 1978 Program
347,Shoutsushi-08,499,Osegawa,Osegawa [Shoutsushi],The Ose River,小瀬川,57,May 1978 Program
348,Shoutsushi-09,500,Mayagatake,Mayagatake [Shoutsushi],Mt. Maya,摩耶が嶽,57,May 1978 Program
349,Shoutsushi-10,501,Ōiso ageya,Oiso ageya [Shoutsushi],The Tea House at Oiso,大磯揚屋,57,May 1978 Program
350,Shoutsushi-11,502,Kusuriuri,Kusuriuri [Shoutsushi],The Patent Medicine Seller,薬売り,57,May 1978 Program
351,Shoutsushi-12,503,Hamamatsu koya,Hamamatsu koya [Shoutsushi],The Hut at Hamamatsu,浜松小屋,57,May 1978 Program
352,Shoutsushi-13,504,Shimada no shuku waraigusuri,Shimada no shuku waraigusuri [Shoutsushi],The Laughter Drug,島田駅笑ひ薬,57,May 1978 Program
353,Shoutsushi-14,505,Yadoya,Yadoya [Shoutsushi],The Inn,宿屋,57,May 1978 Program
354,Shoutsushi-15,506,Ōigawa,Oigawa [Shoutsushi],The Oi River,大井川,57,May 1978 Program
355,Shoutsushi-16,507,Kaerizaki azuma no michikusa,Kaerizaki azuma no michikusa [Shoutsushi],The Second Blooming,帰り咲吾妻の路草,57,May 1978 Program
356,Shunkin-01,508,Tengachaya Shōtenyama umemi,Tengachaya Shotenyama umemi [Shunkin],The Plum-Blossom Viewing,天下茶屋聖天山梅見,152,August 1986 Program
357,Shusse-01,512,Ononohime michiyuki,Ononohime michiyuki [Shusse],Ononohime's Trip,小野姫道行,148,November 1985 Program
358,Somemoyo-02,516,Ikutama torii mae,Ikutama torii mae [Somemoyo],The Ikutama Shrine,生玉鳥居前,5,"November 1984 Program (Ikutama); May 1976 Program (Ikudama); Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006), p. 193 (Ikutama); Keene, Major plays of Chikamatsu (Ikudama)"
359,Somemoyo-03,517,Shichimise,Shichimise [Somemoyo],The Pawnshop,質店,5,November 1984 Program
360,Somemoyo-04,518,Kuramae,Kuramae [Somemoyo],In front of the Storehouse,蔵前,5,November 1984 Program
361,Sonezaki-01,519,Ikudama shazen,Ikudama shazen [Sonezaki],In Front of the Ikudama Shrine,生玉社前,3,"February 1981 Program; February 1984 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006), p. 193 (Ikutama); Keene, Major plays of Chikamatsu (Ikudama)"
362,Sonezaki-02,520,Tenmaya,Tenmaya [Sonezaki],The Temmaya Tea House,天満屋,3,February 1981 Program; February 1984 Program
363,Sonezaki-03,521,Tenjin no mori,Tenjin no mori [Sonezaki],The Woods of the Tenjin Shrine,天神森,3,February 1981 Program; February 1984 Program
365,Sumano-01,541,Ōgiya uchi,Ogiya uchi [Sumano],The Fan Shop,扇屋内,81,May 1976 Program
366,Taiheiki-01,543,Shichijō kawara,Shichijo kawara [Taiheiki],The Dry Riverbed at Shichijo,七条河原,101,November 1993 Program; February 1972 Program
367,Tamamono-07,551,Kiyomizudera,Kiyomizudera [Tamamono],The Kiyomizu Temple,清水寺,58,September 1982 Program
368,Tenno-02,560,Tenma kamiya uchi,Tenma kamiya uchi [Tenno],Jihei's House (The Paper Store),天満紙屋内(紙屋内),137,
369,Tokaidochu-01,562,Akasaka namiki,Akasaka namiki [Tokaidochu],The Pine-Lined Road at Akasaka,赤坂並木,59,July 1988 Program
370,Tsubosaka-01,564,Tosamachi matsubara,Tosamachi matsubara [Tsubosaka],The Pine Grove at Tosamachi,土佐町松原,60,January 1989 Program
371,Tsuri-01,568,Tsuri onna,Tsuri onna [Tsuri],Fishing for Wives,釣女,70,January 1985 Program
372,Urikohime-01,569,Urikohime to Amanjaku,Urikohime to Amanjaku [Urikohime],Urikohime and Amanjaku,瓜子姫とあまんじゃく,9,August 1986 Program
373,Wada-01,571,Hangaku mon'yaburi,Hangaku monyaburi [Wada],Hangaku Breaks the Gate,板額門破り,164,September 1989 Program
374,Yadonashi-01,573,Iwai buro,Iwai buro [Yadonashi],The Iwai Bathhouse,岩井風呂,151,July 1986 Program
375,Yaoya-01,574,Shin utsubo,Shin utsubo [Yaoya],The Greengrocer's at Shin-Utsubo,新靱,153,November 1992 Program
376,Yari-01,575,Hamanomiya no baba,Hamanomiya no baba [Yari],The Hamanomiya Riding Ground,浜の宮馬場,61,February 1983 Program
377,Yoshitsune-01,580,Sentō gosho,Sento gosho [Yoshitsune],The Sento Palace,仙洞御所,62,May 1981 Program
378,Yoshitsune-02,581,Kitasaga,Kitasaga [Yoshitsune],The Nunnery at Kitasaga,北嵯峨,62,May 1981 Program
379,Yoshitsune-03,582,Horikawa gosho,Horikawa gosho [Yoshitsune],Yoshitsune's Mansion at Horikawa,堀川御所,62,May 1981 Program
380,Yoshitsune-06,585,Shiinoki,Shiinoki [Yoshitsune],The Gathering Nuts,椎の木,62,May 1981 Program
381,Yoshitsune-07,586,Kokingo uchijini,Kokingo uchijini [Yoshitsune],Kokingo's Death,小金吾討死,62,May 1981 Program
382,Yoshitsune-08,587,Sushiya,Sushiya [Yoshitsune],The Sushi Shop,すしや,62,May 1981 Program
383,Yoshitsune-04,583,Fushimi Inari,Fushimi Inari [Yoshitsune],Fushimi Inari Shrine,伏見稲荷,62,May 1981 Program
385,Yoshitsune-10,589,Kawatsura Hōgen yakata,Kawatsura Hogen yakata [Yoshitsune],The Mansion of Kawatsura Hogen,川連法眼館,62,May 1981 Program
387,Yugiri-01,591,Kuken Yoshidaya,Kuken Yoshidaya [Yugiri],The Yoshidaya Tea House,九軒吉田屋,113,February 1987 Program
388,Yuki-01,594,Konzan no aki,Konzan no aki [Yuki],Autumn on Mount Kon,崑山の秋,127,November 1985 Program
390,Yura-01,597,Yama,Yama [Yura],The Mountain,山,141,March 1988 Program
391,ZohoC-01,598,Honzō shimoyashiki,Honzo shimoyashiki [ZohoC],Honzo's Villa,本蔵下屋敷,98,September 1977 Program
392,ZohoK-01,599,Daikyōji uchi,Daikyoji uchi [ZohoK],The Almanac Maker's House,大経師内,144,April 1985 Program
393,ZohoO-01,600,Modoribashi ,Modoribashi  [ZohoO],The Modoribashi Bridge,戻り橋,67,June 1985 Program
394,KeiseiA-02,273,Jūrobei uchi,Jurobei uchi [KeiseiA],Jurobei's House,十郎兵衛内,33,June 1985 Program
399,Koimusume-02,287,Shirokiya,Shirokiya [Koimusume],The Shirokiya Timber Store,城木屋,37,September 1989 Program; November 1970 Program
400,Koimusume-03,288,Suzugamori,Suzugamori [Koimusume],The Suzugamori Execution Ground,鈴ヶ森,37,September 1989 Program; November 1970 Program
401,Hirakana-04,137,Michiyuki kimi ga ushirohimo,Michiyuki kimi ga ushirohimo [Hirakana],The Travel of the Bereaved Family,道行君後紐,26, February 1979 Program
402,Hirakana-08,141,Sakaro,Sakaro [Hirakana],The Rowing Lesson,逆櫓,26,November 1988 Program
403,Honcho-01,149,Ashikaga Yakata ōhiroma,Ashikaga yakata ohiroma [Honcho],Grand Hall in Ashikaga Mansion,足利館大広間,27,October 1969 Program
404,Honcho-02,150,Ashikaga yakata okugoten,Ashikaga yakata okugoten [Honcho],The Innermost Room,足利館奥御殿,27,October 1969 Program; Bunka dejitaru raiburarii
405,Honcho-03,151,Suwa Myōjin hyakudoishi,Suwa Myojin hyakudoishi [Honcho],The Suwa Shrine,諏訪明神百度石,27,October 1969 Program
406,Honcho-04,152,Kikyōgahara,Kikyogahara [Honcho],Kikyo Field,桔梗原,27,October 1969 Program
407,Honcho-05,153,Kagekatsu geta,Kagekatsu geta [Honcho],Kagekatsu and Wooden Clogs,景勝下駄,27,December 1975 and October 1969 Programs
